Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre de Establecimiento Destinatario;Tipo de Tratamiento;Región destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;I MUNICIPALIDAD DE ISLA DE PASCUA;ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA;4402074;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Isla de Pascua;Isla de Pascua;-27,14833279;-109,4278951;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;43;2014;I MUNICIPALIDAD DE ISLA DE PASCUA;PLANTA DE ACOPIO DE RESIDUOS RECICLABLES ORITO;Reciclaje de vidrio;Valparaíso;Isla de Pascua;Isla de Pascua
Municipio;I MUNICIPALIDAD DE NEGRETE;ILUSTRE MUNICIPALIDAD DE NEGRETE;3117123;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Negrete;-37,58502948;-72,52875589;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1888,99;2014;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA;VERTEDERO LICURA (MULCHEN;Vertedero;Bío-Bío;Concepción;Hualpen
Municipio;I MUNICIPALIDAD DE PERQUENCO;ILUSTRE MUNICIPALIDAD DE PERQUENCO;1965231;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Perquenco;-38,42155456;-72,3784575;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1150;2014;I MUNICIPALIDAD DE TEMUCO;CENTRO DE DISPOSICIÓN FINAL DE RESIDUOS SOLIDOS MUNICIPALES  BOYECO;Vertedero;Araucanía;Cautín;Temuco
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;San Bernardo;-33,59526844;-70,70150871;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;161,5;2014;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;I MUNICIPALIDAD DE PAILLACO;MUNICIPALIDAD PAILLACO;911605;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Paillaco;-40,06987059;-72,87300137;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;3125;2014;ILUSTRE MUNICIPALIDAD FUTRONO;ILUSTRE MUNICIPALIDAD FUTRONO;null;null;null;null
Municipio;I MUNICIPALIDAD DE COLCHANE;ILUSTRE MUNICIPALIDAD DE COLCHANE;912283;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Tarapacá;Tamarugal;Colchane;-20,21944064;-70,1491231;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;492;2014;Vertedero de Colchane;Vertedero de Colchane;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE CUREPTO;ILUSTRE MUNICIPALIDAD DE CUREPTO;5441514;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Curepto;-35,09585024;-72,02089146;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;136,49;2014;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;ILUSTRE MUNICIPALIDAD DE SAN FELIPE;4054472;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Felipe de Aconcagua;San Felipe;-32,75012854;-70,72564888;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2680,5;2014;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;ILUSTRE MUNICIPALIDAD DE GRANEROS;ILUSTRE MUNICIPALIDAD DE GRANEROS;5438317;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Graneros;-34,06375048;-70,72562905;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;11486,96;2014;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE EMPEDRADO;ILUSTRE MUNICIPALIDAD DE EMPEDRADO;5441515;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Empedrado;-35,5899446;-72,27630392;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;817,372;2014;I. Municipalidad de Constitución;I. Municipalidad de Constitución;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE OLMUE;ILUSTRE MUNICIPALIDAD DE OLMUÉ;4055171;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Marga Marga;Olmué;-32,99813496;-71,18927866;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;4199,02;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE PUDAHUEL;ILUSTRE MUNICIPALIDAD DE PUDAHUEL;4053446;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Pudahuel;-33,44211514;-70,76406429;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;104338;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE RÍO NEGRO;ILUSTRE MUNICIPALIDAD DE RÍO NEGRO;911194;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Osorno;Río Negro;-40,79613298;-73,21684253;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;1553;2014; MENOR 12 DE TONELADAS ANUALES; MENOR 12 DE TONELADAS ANUALES;Eliminación;null;null;null
Municipio;I MUNICIPALIDAD DE CARAHUE;ILUSTRE MUNICIPALIDAD DE CARAHUE;1965233;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Carahue;-38,71221486;-73,1642355;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1846;2014;Sergio Suarez Villa;Sergio Suarez Villa;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;ILUSTRE MUNICIPALIDAD DE LA HIGUERA;597787;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Elqui;La Higuera;-29,51195041;-71,20008639;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1608,5;2014;TASUI NORTE SUR S.A.;RELLENO SANITARIO EL PANUL;Relleno sanitario;Metropolitana de Santiago;Santiago;Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;4053500;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Florida;-33,52269055;-70,59871433;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;19,31;2014;BIOILS SPA;BIOILS SPA;Preparación para reutilización;Metropolitana de Santiago;Santiago;Maipú
Municipio;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;4053495;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Conchalí;-33,39627046;-70,67134319;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de mercados;1958,13;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;ILUSTRE MUNICIPALIDAD DE ISLA DE MAIPO;4053452;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Talagante;Isla de Maipo;-33,74646047;-70,90000106;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;10856,42;2014;VEOLIA SU CHILE SA;RELLENO SANITARIO SANTIAGO PONIENTE;Relleno sanitario;Metropolitana de Santiago;Santiago;Las Condes
Municipio;ILUSTRE MUNICIPALIDAD DE PUTRE;ILUSTRE MUNICIPALIDAD DE PUTRE;4448077;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Arica y Parinacota;Parinacota;Putre;-18,19762191;-69,55918254;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Ropa;222;2014;Ilustre Municipalidad de Putre;Ilustre Municipalidad de Putre;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE PUTRE;ILUSTRE MUNICIPALIDAD DE PUTRE;4448077;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Arica y Parinacota;Parinacota;Putre;-18,19762191;-69,55918254;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Tejidos;222;2014;Ilustre Municipalidad de Putre;Ilustre Municipalidad de Putre;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE PUTRE;ILUSTRE MUNICIPALIDAD DE PUTRE;4448077;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Arica y Parinacota;Parinacota;Putre;-18,19762191;-69,55918254;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;222;2014;Ilustre Municipalidad de Putre;Ilustre Municipalidad de Putre;null;null;null;null
Municipio;I MUNICIPALIDAD DE MAIPU;ILUSTRE MUNICIPALIDAD DE MAIPÚ;4053444;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Maipú;-33,51069283;-70,76055684;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos;72500;2014;Industrial y Minera Los Esteros Ltda.;Industrial y Minera Los Esteros Ltda.;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE EL TABO;ILUSTRE MUNICIPALIDAD DE EL TABO;4055184;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Antonio;El Tabo;-33,49186587;-71,61923742;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;9423;2014;ECO-GARBAGE S A;VERTEDERO ALTOS DE CARTAGENA;Vertedero;Valparaíso;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE ALHUÉ;ILUSTRE MUNICIPALIDAD DE ALHUÉ;4055180;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Melipilla;Alhué;-34,03354579;-71,10080655;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;0,5;2014;CEMENTO POLPAICO S A;COACTIVA;Co-procesamiento;Metropolitana de Santiago;Santiago;Las Condes
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO;ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO;3023078;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Quinta de Tilcoco;-34,35436911;-70,96441886;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;3306,37;2014;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;I MUNICIPALIDAD DE RECOLETA;ILUSTRE MUNICIPALIDAD DE RECOLETA;431431;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Recoleta;-33,40158262;-70,6436402;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;71527,4;2014;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;4085307;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Peñalolén;-33,47191601;-70,56278676;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;99245;2014;VEOLIA SU CHILE SA;RELLENO SANITARIO SANTIAGO PONIENTE;Relleno sanitario;Metropolitana de Santiago;Santiago;Las Condes
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;557,18;2014;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;581,4;2014;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;617,1;2014;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Santiago;-33,43782696;-70,65044388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;6,96;2014;RECUPAC S A;RECUPAC SUCURSAL HUECHURABA;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Huechuraba
Municipio;I MUNICIPALIDAD DE CALERA DE TANGO;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;5441689;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;Calera de Tango;-33,63017524;-70,7615076;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos;11624,87;2014;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE CALERA DE TANGO;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;5441689;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;Calera de Tango;-33,63017524;-70,7615076;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;0,31;2014;BIOILS SPA;BIOILS SPA;Preparación para reutilización;Metropolitana de Santiago;Santiago;Maipú
Municipio;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;8819;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Cerro Navia;-33,43496408;-70,72883366;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;39;2014;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;I MUNICIPALIDAD DE SAN ANTONIO;ILUSTRE MUNICIPALIDAD DE SAN ANTONIO;4371794;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Antonio;San Antonio;-33,60149578;-71,61385463;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;8,24;2014;Rinoplast;Rinoplast;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA;ILUSTRE MUNICIPALIDAD DE INDEPENDENCIA;431261;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Independencia;-33,42111682;-70,65445084;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;0,1;2014;RECUPAC S A;RECUPAC SUCURSAL HUECHURABA;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Huechuraba
Municipio;ILUSTRE MUNICIPALIDAD DE CALLE LARGA;ILUSTRE MUNICIPALIDAD DE CALLE LARGA;5441452;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Los Andes;Calle Larga;-32,857493;-70,62580418;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;4717,5;2014;SERVICIOS GEA LIMITADA;SERVICIOS GEA LTDA;Relleno sanitario;Valparaíso;San Felipe de Aconcagua;San Felipe
Municipio;ILUSTRE MUNICIPALIDAD DE CABRERO;ILUSTRE MUNICIPALIDAD DE CABRERO;4540291;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Cabrero;-37,03749508;-72,40593661;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;7157;2014;SERVIMAR ;SERVIMAR ;null;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE ANTUCO;ILUSTRE MUNICIPALIDAD DE ANTUCO;325230;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Antuco;-37,32999317;-71,68019715;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;1010,03;2014;DEMARCO S A;RELLENO SANITARIO LOS ANGELES;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE ARAUCO;ILUSTRE MUNICIPALIDAD DE ARAUCO;1965223;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Arauco;-37,25009985;-73,31857426;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;9385,19;2014;CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA;CEMARC SA;Relleno sanitario;Bío-Bío;Concepción;Penco
Municipio;ILUSTRE MUNICIPALIDAD DE TOCOPILLA;ILUSTRE MUNICIPALIDAD DE TOCOPILLA;881991;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Antofagasta;Tocopilla;Tocopilla;-22,0934508;-70,20082166;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;12372;2014;Relleno Sanitario de Tocopilla;Relleno Sanitario de Tocopilla;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Talcahuano;-36,71480336;-73,11289469;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;6,35;2014;RECICLADOS INDUSTRIALES S.A;RECICLADOS INDUSTRIALES S A PLANTA RENCA;Pretratamiento de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Renca
Municipio;I MUNICIPALIDAD DE CURANILAHUE;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;1965224;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Curanilahue;-37,47597707;-73,34583413;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;84;2014;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;I MUNICIPALIDAD DE CURANILAHUE;ILUSTRE MUNICIPALIDAD DE CURANILAHUE;1965224;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Curanilahue;-37,47597707;-73,34583413;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;9930;2014;Municipalidad de Curanilahue Vertedero;Municipalidad de Curanilahue Vertedero;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE QUILLECO;ILUSTRE MUNICIPALIDAD DE QUILLECO;1963511;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Quilleco;-37,47416612;-71,983626;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;2,5;2014;DEMARCO S A;RELLENO SANITARIO LOS ANGELES;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Maipo;San Bernardo;-33,59526844;-70,70150871;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;151459;2014;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
