Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre Establecimiento Destinatario;Tipo de Tratamiento;Región destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;I MUNICIPALIDAD DE LOS ANGELES;ILUSTRE MUNICIPALIDAD DE LOS ÁNGELES;1963508;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Los Angeles;-37,47107269;-72,35094896;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;11,49;2016;SOCIEDAD INMOBILIARIA E INVERSIONES GREENWALK LTDA.;GREENWALK LTDA;Pretratamiento (Centro de Acopio);Bío-Bío;Biobío;Los Angeles
Municipio;ILUSTRE MUNICIPALIDAD DE COMBARBALÁ;ILUSTRE MUNICIPALIDAD DE COMBARBALÁ;1871531;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Limarí;Combarbalá;-31,17909663;-71,00509427;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;5760;2016;I.MUNICIPALIDAD DE COMBARBALA;I.MUNICIPALIDAD DE COMBARBALA;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN;4085307;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Peñalolén;-33,47191601;-70,56278676;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;21692;2016;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE PUCON;ILUSTRE MUNICIPALIDAD DE PUCÓN;1986456;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Pucón;-39,27225549;-71,97762564;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;6,11;2016;SOCIEDAD DE RECICLAJE CHILERECICLA E-WASTE LIMITADA;CHILERECICLA;Residuos voluminosos;Ñuble;Diguillín;Chillán
Municipio;ILUSTRE MUNICIPALIDAD DE ÑIQUÉN;ILUSTRE MUNICIPALIDAD DE ÑIQUÉN;3023316;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Punilla;Ñiquén;-33,45399755;-70,60574721;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;1632,8;2016;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;I MUNICIPALIDAD LO BARNECHEA;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;8825;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Lo Barnechea;-33,36402271;-70,49366038;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;45855,66;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD LO BARNECHEA;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;8825;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Lo Barnechea;-33,36402271;-70,49366038;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;686,603;2016;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;I MUNICIPALIDAD VALDIVIA;ILUSTRE MUNICIPALIDAD DE VALDIVIA;5466519;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Valdivia;-39,81342573;-73,24675788;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;100133,9;2016;I MUNICIPALIDAD VALDIVIA;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Vertedero;Los Ríos;Valdivia;Valdivia
Municipio;ILUSTRE MUNICIPALIDAD DE SAN CARLOS;ILUSTRE MUNICIPALIDAD DE SAN CARLOS;3023314;#N/A;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Punilla;San Carlos;-36,42412825;-71,95803654;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;14130;2016;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;I MUNICIPALIDAD DE PUQUELDON;ILUSTRE MUNICIPALIDAD DE PUQUELDÓN;911613;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Puqueldón;-42,61622055;-73,59638224;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2016;2016;I.MUNICIPALIDAD DE PUQUELDON;I.MUNICIPALIDAD DE PUQUELDON;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE IQUIQUE;ILUSTRE MUNICIPALIDAD DE IQUIQUE;879722;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Tarapacá;Iquique;Iquique;-20,23949876;-70,08668276;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;129600;2016;ILUSTRE MUNICIPALIDAD DE IQUIQUE;VERTEDERO EL BORO;Relleno sanitario;Tarapacá;Iquique;Iquique
Municipio;I MUNICIPALIDAD DE MARIA ELENA;ILUSTRE MUNICIPALIDAD DE MARÍA ELENA;5441420;#N/A;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Antofagasta;Tocopilla;María Elena;-22,34251573;-69,66607883;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2251;2016;Relleno Sanitario de Tocopilla;Relleno Sanitario de Tocopilla;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE FRUTILLAR;ILUSTRE MUNICIPALIDAD DE FRUTILLAR;912280;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Llanquihue;Frutillar;-41,13600331;-73,02801551;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;4269;2016;I MUNICIPALIDAD DE PUERTO VARAS;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;Relleno sanitario;Los Lagos;Llanquihue;Puerto Varas
Municipio;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;ILUSTRE MUNICIPALIDAD DE LONGAVÍ;3023089;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Longaví;-35,96362928;-71,68312126;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;2027;2016;STARCO S.A.;STARCO S.A.;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE MELIPILLA;ILUSTRE MUNICIPALIDAD DE MELIPILLA;4055178;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Melipilla;Melipilla;-33,6858259;-71,21663668;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;1;2016;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO;ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO;3023078;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Quinta de Tilcoco;-34,35436911;-70,96441886;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;3572,71;2016;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE NACIMIENTO;ILUSTRE MUNICIPALIDAD DE NACIMIENTO ;1963515;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;Nacimiento;-37,50242349;-72,67067918;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;1;2016;Stericycle;Stericycle;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE TALCA;ILUSTRE MUNICIPALIDAD DE TALCA;3022588;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Talca;-35,42591381;-71,66543284;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;99463,99;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Talcahuano;-36,71480336;-73,11289469;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;2,11;2016;sociedad recuperadora de excedentes industriales ltda.;sociedad recuperadora de excedentes industriales ltda.;Reciclaje de plásticos;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;ILUSTRE MUNICIPALIDAD DE TALCAHUANO;1963655;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Talcahuano;-36,71480336;-73,11289469;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;206,2;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE DALCAHUE;ILUSTRE MUNICIPALIDAD DE DALCAHUE;911516;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Chiloé;Dalcahue;-42,3805795;-73,64813026;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;62,3;2016;PLASTICOS DEL SUR SPA;PLASTICOS  DEL  SUR  LTDA;Reciclaje de papel, cartón y productos de papel;Los Lagos;Osorno;Osorno
Municipio;I MUNICIPALIDAD DE PROVIDENCIA;MUNICIPALIDAD DE PROVIDENCIA;4585273;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Providencia;-33,43201876;-70,60931115;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;1283;2016;RECICLAJES INDUSTRIALES S A;RECICLAJES INDUSTRIALES SA;Compostaje;Metropolitana de Santiago;Santiago;Las Condes
Municipio;I MUNICIPALIDAD DE PROVIDENCIA;MUNICIPALIDAD DE PROVIDENCIA;4585273;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Providencia;-33,43201876;-70,60931115;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;4;2016;KDM Industrial;KDM Industrial;Reciclaje de metales;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Joaquín;-33,47917671;-70,64153152;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;6,5;2016;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;SOCIEDAD GENERAL RENDERING CHILE SA;Pretramiento de aceites y grasas comestibles;Metropolitana de Santiago;Chacabuco;Lampa
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Joaquín;-33,47917671;-70,64153152;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;56389,95;2016;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;ILUSTRE MUNICIPALIDAD DE TEODORO SCHMIDT;ILUSTRE MUNICIPALIDAD DE TEODORO SCHMIDT;911205;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Teodoro Schmidt;-38,99918862;-73,09430216;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2300;2016;GLORIA ELIZABETH BALBOA BUSTOS ;GLORIA ELIZABETH BALBOA BUSTOS ;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE FREIRE;ILUSTRE MUNICIPALIDAD DE FREIRE;1965237;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Freire;-38,95155718;-72,62734298;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;1,8;2016;Municipalidad de Freire;Municipalidad de Freire;Reciclaje de plásticos;null;null;null
Municipio;I MUNICIPALIDAD DE LOS LAGOS;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;911603;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Los Lagos;-39,86284572;-72,81706612;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;18,3;2016;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;I MUNICIPALIDAD DE SAN ROSENDO;ILUSTRE MUNICIPALIDAD DE SAN ROSENDO;1963658;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Biobío;San Rosendo;-37,26402013;-72,72657633;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;1040;2016;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA;VERTEDERO LICURA (MULCHEN;Vertedero;Bío-Bío;Concepción;Hualpen
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Granja;-33,54367738;-70,63246525;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;66,51;2016;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Granja;-33,54367738;-70,63246525;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;1,46;2016;RECICLADOS INDUSTRIALES S.A;RECICLADOS INDUSTRIALES LA PINTANA;Pretratamiento de Metales ;Metropolitana de Santiago;Santiago;Renca
Municipio;I MUNICIPALIDAD DE ISLA DE PASCUA;ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA;4402074;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Isla de Pascua;Isla de Pascua;-27,14833279;-109,4278951;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;35;2016;I MUNICIPALIDAD DE ISLA DE PASCUA;PLANTA DE ACOPIO DE RESIDUOS RECICLABLES ORITO;Reciclaje de plásticos;Valparaíso;Isla de Pascua;Isla de Pascua
Municipio;ILUSTRE MUNICIPALIDAD DE LA REINA;MUNICIPALIDAD DE LA REINA;4053499;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Reina;-33,45250246;-70,53001214;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;67,04;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE LA REINA;MUNICIPALIDAD DE LA REINA;4053499;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Reina;-33,45250246;-70,53001214;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;170,66;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;-34,65196276;-71,90014378;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Ropa;30;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE PAREDONES;ILUSTRE MUNICIPALIDAD DE PAREDONES;3023301;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cardenal Caro;Paredones;-34,65196276;-71,90014378;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Pinturas, tintas, adhesivos y resinas distintos de los especificados en el código 20 01 27;5;2016;RELLENOS SANITARIOS DEL MAULE S A;RELLENO SANITARIO DEL MAULE S.A.;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE LAS CONDES;ILUSTRE MUNICIPALIDAD DE LAS CONDES;4053497;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Las Condes;-33,41616322;-70,59474808;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;121185,32;2016;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;5441698;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Talagante;Padre Hurtado;-33,57645441;-70,8226315;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;30155,95;2016;VEOLIA SU CHILE SA;RELLENO SANITARIO SANTIAGO PONIENTE;Relleno sanitario;Metropolitana de Santiago;Santiago;Las Condes
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Miguel;-33,48583178;-70,6497074;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;8,66;2016;SOC RECUPERADORA DE PAPEL S A;SOCIEDAD RECUPERADORA DE PAPELES;Reciclaje de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;San Joaquín
Municipio;I MUNICIPALIDAD DE PARRAL;ILUSTRE MUNICIPALIDAD DE PARRAL;3770460;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Linares;Parral;-33,73094111;-70,74232428;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;3,308;2016;CEMENTO POLPAICO S A;COACTIVA;Co-procesamiento;Metropolitana de Santiago;Santiago;Las Condes
Municipio;I MUNICIPALIDAD DE LIMACHE;ILUSTRE MUNICIPALIDAD DE LIMACHE;3130791;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Marga Marga;Limache;-33,00952416;-71,2595877;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;16848,5;2016;GESTION INTEGRAL DE RESIDUOS S A;RELLENO SANITARIO EL MOLLE;Relleno sanitario;Valparaíso;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE PUTRE;ILUSTRE MUNICIPALIDAD DE PUTRE;4448077;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Arica y Parinacota;Parinacota;Putre;-18,19762191;-69,55918254;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;832;2016;Ilustre Municipalidad de Putre;Ilustre Municipalidad de Putre;Vertedero;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Coinco;-34,26972689;-70,95170635;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de mercados;60,25;2016;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;I MUNICIPALIDAD DE PELARCO;ILUSTRE MUNICIPALIDAD DE PELARCO;1906149;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Maule;Talca;Pelarco;-35,38387972;-71,44719376;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1688,71;2016;Resam S.A.;Resam S.A.;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE MOSTAZAL;ILUSTRE MUNICIPALIDAD DE MOSTAZAL;4054481;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Mostazal;-33,98008158;-70,71185621;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;17,26;2016;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
