Tipo o rol declarante;Nombre Establecimiento;Razón Social;ID Establecimiento VU;Rubro RETC;CIIU6;CIIU4;Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Número Capítulo;Capítulo LER;Número Subcapítulo;Subcapítulo LER;Número LER;Nombre LER;Tratamiento;Valorización/Eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;ID Establecimiento VU Destinatario;Nombre Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE GALVARINO;ILUSTRE MUNICIPALIDAD DE GALVARINO;1965230;Otras actividades;Actividades de hospitales y clínicas públicas;Actividades de hospitales públicos y privados;Araucanía;Cautín;Galvarino;18;693649;5746490;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;162,1;Declaración;2019;5461913;VERTEDERO LICURA (MULCHEN;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN;Mulchén;Biobío
Municipio;I MUNICIPALIDAD DE CONCON;I MUNICIPALIDAD DE CONCON;5465466;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Valparaíso;Concón;19;264736;6354721;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;45,3629;Declaración;2019;5467294;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA;Valparaíso;Valparaíso
Municipio;MUNICIPALIDAD DE PROVIDENCIA;I MUNICIPALIDAD DE PROVIDENCIA;4585273;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Providencia;19;350394;6299660;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);25;Aceites y grasas comestibles;Pretratamiento de aceites y grasas comestibles;Valorización;309,2;Declaración;2019;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CHAITÉN;ILUSTRE MUNICIPALIDAD DE CHAITÉN;911615;;;;Los Lagos;Palena;Chaitén;18;686363;5245906;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;142;Declaración;2019;5477569;VERTEDERO MUNICIPAL;ILUSTRE MUNICIPALIDAD DE CHAITÉN | VERTEDERO MUNICIPAL;Chaitén;Los Lagos
Municipio;ILUSTRE MUNICIPALIDAD DE PAINE;I MUNICIPALIDAD DE PAINE;4055177;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Paine;19;338770;6257794;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;164,13;Declaración;2019;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE EL QUISCO;ILUSTRE MUNICIPALIDAD DE EL QUISCO;1072274;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;El Quisco;19;249372;6301149;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;7;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;1170,53;Declaración;2019;5452216;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE LA PINTANA;I MUNICIPALIDAD DE LA PINTANA;4085306;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Pintana;19;348716;6282660;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;65357,42;Declaración;2019;97614;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA;Talagante;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE TALCA;I MUNICIPALIDAD DE TALCA;3022588;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Maule;Talca;Talca;19;258013;6076459;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;1021,28;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PALMILLA;ILUSTRE MUNICIPALIDAD DE PALMILLA;253468;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Libertador Gral. Bernardo O'Higgins;Colchagua;Palmilla;19;281676;6171243;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;47,38;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE QUILPUÉ;I MUNICIPALIDAD DE QUILPUE;4055172;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Marga Marga;Quilpué;19;271727;6340978;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);25;Aceites y grasas comestibles;Pretratamiento de aceites y grasas comestibles;Valorización;0,00085;Declaración;2019;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PANGUIPULLI;I MUNICIPALIDAD DE PANGUIPULLI;911609;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Valdivia;Panguipulli;18;728549;5608404;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;4;Lodos de fosas sépticas;Recepción de Lodos en PTAS;Eliminación;722;Declaración;2019;4586341;PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LOS LAGOS;EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A | PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS. LOS LAGOS;Los Lagos;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE CAMIÑA;ILUSTRE MUNICIPALIDAD DE CAMINA;253479;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Tarapacá;Tamarugal;Camiña;19;455181;7864491;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;911;Declaración;2019;5461939;RELLENO SANITARIO CAMIÑA;ILUSTRE MUNICIPALIDAD DE CAMINA | RELLENO SANITARIO CAMIÑA;Camiña;Tarapacá
Municipio;ILUSTRE MUNICIPALIDAD DE LA LIGUA;I MUNICIPALIDAD DE LA LIGUA;881994;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Petorca;La Ligua;19;290221;6407507;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;12938,47;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE EL MONTE;I MUNICIPALIDAD DE EL MONTE;253466;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Metropolitana de Santiago;Talagante;El Monte;19;316705;6271812;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;25,94;Declaración;2019;5467294;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE VALPARAÍSO;ILUSTRE MUNICIPALIDAD DE VALPARAÍSO;5441443;Otras actividades;Actividades de mantenimiento del orden público y de seguridad;Actividades de mantenimiento del orden público y de seguridad;Valparaíso;Valparaíso;Valparaíso;19;256029;6340442;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;22,78;Declaración;2019;5467294;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE LA LIGUA;I MUNICIPALIDAD DE LA LIGUA;881994;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;Petorca;La Ligua;19;290221;6407507;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;64,63;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE RECOLETA;I MUNICIPALIDAD DE RECOLETA;431431;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Recoleta;19;347149;6302985;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;7;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;2415;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE REQUINOA;I MUNICIPALIDAD DE REQUINOA;3022585;Otras actividades;Actividades de organizaciones y órganos extraterritoriales;Actividades de organizaciones y órganos extraterritoriales;Libertador Gral. Bernardo O'Higgins;Cachapoal;Requínoa;19;333072;6205099;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;9713,09;Declaración;2019;5457604;RELLENO SANITARIO COLIHUES LA YESCA;I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA;Requínoa;Libertador Gral. Bernardo O'Higgins
Municipio;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;ILUSTRE MUNICIPALIDAD DE LA FLORIDA;4053500;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;La Florida;19;351534;6289621;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Pretratamiento de Metales;Valorización;0,9;Declaración;2019;5467254;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;911604;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;La Unión;18;663110;5538175;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;862;Declaración;2019;4587637;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE VITACURA;I MUNICIPALIDAD DE VITACURA;4086144;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Vitacura;19;351075;6303353;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;40470,24;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE ANTUCO;ILUSTRE MUNICIPALIDAD DE ANTUCO;325230;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Biobío;Antuco;19;262538;5865150;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;99;Residuos municipales no especificados en otra categoría;Relleno sanitario;Eliminación;8,57;Declaración;2019;244575;ECOBIO;ECOBIO SA | ECOBIO;Chillán Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE LOS LAGOS;I MUNICIPALIDAD DE LOS LAGOS;911603;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Los Ríos;Valdivia;Los Lagos;18;686715;5585185;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Pretratamiento de plásticos;Valorización;1,9;Declaración;2019;5469635;BODEGA G2 LTDA;INGENIERIA Y CONSTRUCCION G2 LIMITADA | BODEGA G2 LTDA;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE COLBUN;ILUSTRE MUNICIPALIDAD DE COLBUN;5473414;Otras actividades;Actividades de descontaminación y otros servicios de gestión de desechos;Actividades de descontaminación y otros servicios de gestión de desechos;Maule;Linares;Colbún;19;282694;6046992;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;78,45;Declaración;2019;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MULCHÉN;I MUNICIPALIDAD DE MULCHEN;1963513;Otras actividades;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;Biobío;Biobío;Mulchén;18;742883;5821584;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);25;Aceites y grasas comestibles;Pretratamiento de aceites y grasas comestibles;Valorización;3,606;Declaración;2019;5459970;MAIPU- BIOILS SPA;BIOILS SPA | BIOILS SPA;Maipú;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;I MUNICIPALIDAD DE LA UNION;911604;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Los Ríos;Ranco;La Unión;18;663110;5538175;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Vertedero;Eliminación;873;Declaración;2019;4587637;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE PUMANQUE;I MUNICIPALIDAD DE PUMANQUE;5441511;Otras actividades;Actividades de otras asociaciones n.c.p.;Actividades de otras asociaciones n.c.p.;Libertador Gral. Bernardo O'Higgins;Colchagua;Pumanque;19;256503;6167814;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;99;Residuos municipales no especificados en otra categoría;Relleno sanitario;Eliminación;103,2;Declaración;2019;6054;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.;Talca;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);40;Metales;Pretratamiento de Metales;Valorización;0,62;Declaración;2019;5467254;METALES Y ALUMINIOS SA RENCA;METALES Y ALUMINIOS S.A. | METALES Y ALUMINIOS SA RENCA;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;I MUNICIPALIDAD DE CALERA DE TANGO;5441689;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Calera de Tango;19;336617;6277457;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Reciclaje de plásticos;Valorización;4,71;Declaración;2019;5460689;GREENPLAST SA;GREENPLAST SA | GREENPLAST SA;Lampa;Metropolitana de Santiago
Municipio;MUNICIPALIDAD DE PUENTE ALTO;I MUNICIPALIDAD DE PUENTE ALTO;5463019;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Cordillera;Puente Alto;19;353437;6281861;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;2;Residuos de parques y jardines (incluidos los residuos de cementerios);1;Residuos biodegradables;Relleno sanitario;Eliminación;3609;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE VILLARRICA;I MUNICIPALIDAD DE VILLARRICA;1986455;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Araucanía;Cautín;Villarrica;18;739151;5648121;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);2;Vidrio;Reciclaje de vidrio;Valorización;172;Declaración;2019;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A;Padre Hurtado;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE COQUIMBO;I MUNICIPALIDAD DE COQUIMBO;879934;Otras actividades;Actividades de asociaciones empresariales y de empleadores;Actividades de asociaciones empresariales y de empleadores;Coquimbo;Elqui;Coquimbo;19;274292;6683456;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Pretratamiento de Aparatos Eléctricos y Electrónicos;Valorización;0,29;Declaración;2019;105675;RECYCLA CHILE SA;RECYCLA CHILE S A | RECYCLA CHILE SA;Pudahuel;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LAMPA;ILUSTRE MUNICIPALIDAD DE LAMPA;325221;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Chacabuco;Lampa;19;325103;6315559;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;41700,89;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;I MUNICIPALIDAD DE CALERA DE TANGO;5441689;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Maipo;Calera de Tango;19;336617;6277457;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;Papel y cartón;Pretratamiento de Papel y Cartón;Valorización;90,02;Declaración;2019;5461524;RECUPAC SUCURSAL HUECHURABA;RECUPAC S A | RECUPAC SUCURSAL HUECHURABA;Huechuraba;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE MONTE PATRIA;I MUNICIPALIDAD DE MONTEPATRIA;1937358;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Coquimbo;Limarí;Monte Patria;19;312512;6602580;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);99;Otras fracciones no especificadas en otra categoría;Reciclaje de plásticos;Valorización;5,7;Declaración;2019;5460689;GREENPLAST SA;GREENPLAST SA | GREENPLAST SA;Lampa;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE TALCA;I MUNICIPALIDAD DE TALCA;3022588;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Maule;Talca;Talca;19;258013;6076459;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;102315,06;Declaración;2019;6054;RELLENO SANITARIO DEL MAULE S.A.;RELLENOS SANITARIOS DEL MAULE S A | RELLENO SANITARIO DEL MAULE S.A.;Talca;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE SANTIAGO;I MUNICIPALIDAD DE SANTIAGO;5441724;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;Santiago;19;346580;6298956;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);36;Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Preparación para reutilización;Valorización;91;Declaración;2019;5442871;FUNDACIÓN CHILENTER;FUNDACION TODO CHILENTER | FUNDACIÓN CHILENTER;Quinta Normal;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE YUMBEL;I MUNICIPALIDAD DE YUMBEL;1963656;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Biobío;Biobío;Yumbel;18;716707;5891440;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;1;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);39;Plásticos;Relleno sanitario;Eliminación;598,66;Declaración;2019;5453436;RELLENO SANITARIO LOS ANGELES;DEMARCO S A | RELLENO SANITARIO LOS ANGELES;Los Angeles;Biobío
Municipio;ILUSTRE MUNICIPALIDAD DE SAN NICOLÁS;I MUNICIPALIDAD DE SAN NICOLAS;3023318;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Ñuble;Punilla;San Nicolás;18;749593;5956627;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;2960,57;Declaración;2019;244575;ECOBIO;ECOBIO SA | ECOBIO;Chillán Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;I MUNICIPALIDAD DE SAN MIGUEL;253465;Otras actividades;Actividades de la administración pública en general;Actividades de la administración pública en general;Metropolitana de Santiago;Santiago;San Miguel;19;346733;6293634;20;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;3;Otros residuos municipales;1;Mezclas de residuos municipales;Relleno sanitario;Eliminación;48994;Declaración;2019;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS;Tiltil;Metropolitana de Santiago
