Tipo o Rol Declarante;Razón Social;Nombre Establecimiento;ID Establecimiento (VU);Región;Provincia;Comuna;Huso;Coordenada Este;Coordenada Norte;Capítulo LER;Subcapitulo LER;Nombre LER;Tratamiento;Valorización/eliminación;Cantidad (Toneladas);Declaración/Estimación;Año;Nombre de Establecimiento Destinatario;Razón Social Destinatario;Comuna Destinatario;Región Destinatario
Municipio;I MUNICIPALIDAD DE COBQUECURA;ILUSTRE MUNICIPALIDAD DE COBQUECURA;5441574;Ñuble;Itata;Cobquecura;18;698666;5999202;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;1252,59;Declaración;2017;ECOBIO;ECOBIO SA;Chillan Viejo;Ñuble
Municipio;ILUSTRE MUNICIPALIDAD DE LA REINA;MUNICIPALIDAD DE LA REINA;4053499;Metropolitana de Santiago;Santiago;La Reina;19;357800;6297500;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Pretratamiento de papel, cartón y productos de papel;Valorización;283,4;Declaración;2017;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE MARIQUINA;ILUSTRE MUNICIPALIDAD DE MARIQUINA;1986195;Los Ríos;Valdivia;Mariquina;18;675126;5621437;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;Relleno sanitario;Eliminación;0,05;Declaración;2017;PLANTA COPIULEMU;HIDRONOR CHILE S A;Las Condes;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE FRUTILLAR;ILUSTRE MUNICIPALIDAD DE FRUTILLAR;912280;Los Lagos;Llanquihue;Frutillar;18;665510;5444271;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;5961,4;Declaración;2017;RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS;I MUNICIPALIDAD DE PUERTO VARAS;Puerto Varas;Los Lagos
Municipio;I MUNICIPALIDAD DE PERQUENCO;ILUSTRE MUNICIPALIDAD DE PERQUENCO;1965231;Araucanía;Cautín;Perquenco;18;728859;5744156;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;12;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE PERQUENCO;ILUSTRE MUNICIPALIDAD DE PERQUENCO;1965231;Araucanía;Cautín;Perquenco;18;728859;5744156;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;Preparación para reutilización;Valorización;1,2;Declaración;2017;BIOILS SPA;BIOILS SPA;Maipú;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE CONTULMO;ILUSTRE MUNICIPALIDAD DE CONTULMO;1964125;Bío-Bío;Arauco;Contulmo;18;655471;5790998;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;809,19;Declaración;2017;;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;;
Municipio;I MUNICIPALIDAD DE RENGO;ILUSTRE MUNICIPALIDAD DE RENGO;3022584;Libertador General Bernardo Ohiggins;Cachapoal;Rengo;19;329023;6190944;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Co-procesamiento;Valorización;30099;Declaración;2017;VERALLIA CHILE SA;SAINT-GOBAIN ENVASES S.A.;Rengo;Libertador General Bernardo Ohiggins
Municipio;I MUNICIPALIDAD DE SALAMANCA;ILUSTRE MUNICIPALIDAD DE SALAMANCA;879730;Coquimbo;Choapa;Salamanca;19;314348;6481999;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;6925,26;Declaración;2017;VERTEDERO MUNICIPAL EL QUEÑE;I MUNICIPALIDAD DE SALAMANCA;Salamanca;Coquimbo
Municipio;I MUNICIPALIDAD DE SALAMANCA;ILUSTRE MUNICIPALIDAD DE SALAMANCA;879730;Coquimbo;Choapa;Salamanca;19;314348;6481999;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Tierra y piedras;Vertedero;Eliminación;1661,08;Declaración;2017;VERTEDERO MUNICIPAL EL QUEÑE;I MUNICIPALIDAD DE SALAMANCA;Salamanca;Coquimbo
Municipio;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;8819;Metropolitana de Santiago;Santiago;Cerro Navia;19;339287;6299155;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de limpieza viaria;Relleno sanitario;Eliminación;124;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD LO BARNECHEA;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;8825;Metropolitana de Santiago;Santiago;Lo Barnechea;19;361038;6307360;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos de limpieza viaria;Relleno sanitario;Eliminación;1945,04;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD LO BARNECHEA;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;8825;Metropolitana de Santiago;Santiago;Lo Barnechea;19;361038;6307360;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;488,63;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD LO BARNECHEA;ILUSTRE MUNICIPALIDAD DE LO BARNECHEA;8825;Metropolitana de Santiago;Santiago;Lo Barnechea;19;361038;6307360;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;Pretratamiento de papel, cartón y productos de papel;Valorización;23,295;Declaración;2017;RECICLADOS INDUSTRIALES S A PLANTA RENCA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Metropolitana de Santiago;Santiago;San Joaquín;19;347481;6294384;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;Relleno sanitario;Eliminación;57522,43;Declaración;2017;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Metropolitana de Santiago;Santiago;San Joaquín;19;347481;6294384;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje;Valorización;13,593;Declaración;2017;RECUPAC SUCURSAL LA SERENA;RECUPAC S A;Huechuraba;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Metropolitana de Santiago;Santiago;San Joaquín;19;347481;6294384;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;Reciclaje;Valorización;78,76;Declaración;2017;RECUPAC SUCURSAL LA SERENA;RECUPAC S A;Huechuraba;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE MAIPU;ILUSTRE MUNICIPALIDAD DE MAIPÚ;4053444;Metropolitana de Santiago;Santiago;Maipú;19;336480;6290708;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;221;Declaración;2017;SOCIEDAD RECUPERADORA DE PAPELES;SOC RECUPERADORA DE PAPEL S A;San Joaquín;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE MAIPU;ILUSTRE MUNICIPALIDAD DE MAIPÚ;4053444;Metropolitana de Santiago;Santiago;Maipú;19;336480;6290708;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;820;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE PAILLACO;MUNICIPALIDAD PAILLACO;911605;Los Ríos;Valdivia;Paillaco;18;681382;5562320;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;4620;Declaración;2017;;ILUSTRE MUNICIPALIDAD FUTRONO;;
Municipio;I MUNICIPALIDAD DE PAILLACO;MUNICIPALIDAD PAILLACO;911605;Los Ríos;Valdivia;Paillaco;18;681382;5562320;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;Reciclaje de papel, cartón y productos de papel;Valorización;8;Declaración;2017;PLANTA DE RECICLAJE LAS ANIMAS;RODRIGUEZ;Valdivia;Los Ríos
Municipio;I MUNICIPALIDAD DE CODEGUA;ILUSTRE MUNICIPALIDAD DE CODEGUA;4054480;Libertador General Bernardo Ohiggins;Cachapoal;Codegua;19;346042;6232254;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;Reciclaje de plásticos;Valorización;2,9;Declaración;2017;GREENPLAST SA;GREENPLAST SA;Lampa;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE PUCON;ILUSTRE MUNICIPALIDAD DE PUCÓN;1986456;Araucanía;Cautín;Pucón;19;243130;5648783;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;136,96;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE MAFIL;ILUSTRE MUNICIPALIDAD DE MÁFIL;1986196;Los Ríos;Valdivia;Máfil;18;675233;5607440;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;2821;Declaración;2017;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;I MUNICIPALIDAD VALDIVIA;Valdivia;Los Ríos
Municipio;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;ILUSTRE MUNICIPALIDAD DE YERBAS BUENAS;3023087;Maule;Linares;Yerbas Buenas;19;266376;6040692;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;Reciclaje de plásticos;Valorización;0,98;Declaración;2017;RECUPERADORA DE EXCEDENTES INDUSTRIALES RODOLFO ORTIZ FUENZALIDA;"RECUPERADORA DE EXCEDENTES INDUSTRIALES RODOLFO RUBEN
            ORTIZ FUENZALIDA";Curicó;Maule
Municipio;ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS;ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS;911618;Magallanes y de la Antártica Chilena;Magallanes;Punta Arenas;19;372408;4107890;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;Vertedero;Eliminación;108616;Declaración;2017;ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS;ILUSTRE MUNICIPALIDAD DE PUNTA ARENAS;Punta Arenas;Magallanes y de la Antártica Chilena
Municipio;ILUSTRE MUNICIPALIDAD DE COINCO;ILUSTRE MUNICIPALIDAD DE COINCO;3022123;Libertador General Bernardo Ohiggins;Cachapoal;Coinco;19;320323;6206213;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Residuos de parques y jardines (incluidos los residuos de cementerios);Residuos biodegradables;Relleno sanitario;Eliminación;187,43;Declaración;2017;;MUNICIPALIDAD DE COINCO;;
Municipio;ILUSTRE MUNICIPALIDAD DE HIJUELAS;ILUSTRE MUNICIPALIDAD DE HIJUELAS;3970391;Valparaíso;Quillota;Hijuelas;19;299268;6369072;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;29,88;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE LA CALERA;ILUSTRE MUNICIPALIDAD DE LA CALERA;5441461;Valparaíso;Quillota;Calera;19;293940;6369967;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;19227;Declaración;2017;VERTEDERO SAN PEDRO;"ELISA GUTIERREZ FONSECA, COMERCIALIZADORA Y SERVICIOS,
            EMPRESA INDIVID";Quillota;Valparaíso
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Metropolitana de Santiago;Maipo;San Bernardo;19;342119;6281421;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;163451;Declaración;2017;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SAN BERNARDO;ILUSTRE MUNICIPALIDAD DE SAN BERNARDO;323796;Metropolitana de Santiago;Maipo;San Bernardo;19;342119;6281421;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;Pretramiento de aceites y grasas comestibles;Valorización;43,2;Declaración;2017;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;Lampa;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE GORBEA;ILUSTRE MUNICIPALIDAD DE GORBEA;1986452;Araucanía;Cautín;Gorbea;18;701010;5669296;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;26;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;ILUSTRE MUNICIPALIDAD DE PINTO;ILUSTRE MUNICIPALIDAD DE PINTO;3022594;Ñuble;Diguillín;Pinto;19;241539;5934057;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;3500;Declaración;2017;ECOBIO;ECOBIO SA;Chillan Viejo;Ñuble
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Metropolitana de Santiago;Santiago;San Miguel;19;346733;6293634;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Pretratamiento de papel, cartón y productos de papel;Valorización;25,3;Declaración;2017;RECICLADOS INDUSTRIALES S A PLANTA RENCA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Metropolitana de Santiago;Santiago;San Miguel;19;346733;6293634;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Reciclaje de papel, cartón y productos de papel;Valorización;16,9;Declaración;2017;RECUPAC S A;RECUPAC S A;Huechuraba;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Metropolitana de Santiago;Santiago;San Miguel;19;346733;6293634;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;118;Declaración;2017;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SAN MIGUEL;ILUSTRE MUNICIPALIDAD DE SAN MIGUEL;253465;Metropolitana de Santiago;Santiago;San Miguel;19;346733;6293634;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Monorelleno;Eliminación;220;Declaración;2017;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;INDUSTRIAL Y MINERA LOS ESTEROS LIMITADA;San Bernardo;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD PUERTO OCTAY;ILUSTRE MUNICIPALIDAD DE PUERTO OCTAY;911196;Los Lagos;Osorno;Puerto Octay;18;678073;5462091;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Vertedero;Eliminación;2200;Declaración;2017;VERTEDERO CURACO OSORNO;I MUNICIPALIDAD DE OSORNO;Osorno;Los Lagos
Municipio;I MUNICIPALIDAD DE LO PRADO;ILUSTRE MUNICIPALIDAD DE LO PRADO;4085308;Metropolitana de Santiago;Santiago;Lo Prado;19;340252;6298207;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;37499;Declaración;2017;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Quilicura;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE LIMACHE;ILUSTRE MUNICIPALIDAD DE LIMACHE;3130791;Valparaíso;Marga Marga;Limache;19;288919;6345389;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;17055,27;Declaración;2017;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;Valparaíso;San Antonio;Santo Domingo;19;256241;6275123;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Pretratamiento de papel, cartón y productos de papel;Valorización;23,392;Declaración;2017;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE CALERA DE TANGO;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;5441689;Metropolitana de Santiago;Maipo;Calera de Tango;19;336617;6277457;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;11661,06;Declaración;2017;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE CALERA DE TANGO;ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO;5441689;Metropolitana de Santiago;Maipo;Calera de Tango;19;336617;6277457;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);Valorización;Valorización;1427,95;Declaración;2017; MENOR 12 DE TONELADAS ANUALES; MENOR 12 DE TONELADAS ANUALES;;
Municipio;ILUSTRE MUNICIPALIDAD DE CARTAGENA;ILUSTRE MUNICIPALIDAD DE CARTAGENA;4055183;Valparaíso;San Antonio;Cartagena;19;258268;6285020;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos (incluidos muebles);Relleno sanitario;Eliminación;242;Declaración;2017;RELLENO SANITARIO EL MOLLE;GESTION INTEGRAL DE RESIDUOS S A;Valparaíso;Valparaíso
Municipio;ILUSTRE MUNICIPALIDAD DE CARTAGENA;ILUSTRE MUNICIPALIDAD DE CARTAGENA;4055183;Valparaíso;San Antonio;Cartagena;19;258268;6285020;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;Pretratamiento de papel, cartón y productos de papel;Valorización;0,62;Declaración;2017;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Metropolitana de Santiago;Santiago;La Granja;19;348436;6287245;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;Relleno sanitario;Eliminación;66424;Declaración;2017;RELLENO SANITARIO SANTA MARTA;CONSORCIO SANTA MARTA S A;San Bernardo;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Metropolitana de Santiago;Santiago;La Granja;19;348436;6287245;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;Pretratamiento de Metales ;Valorización;27,93;Declaración;2017;SUCURSAL PLANTA LA PINTANA;COMERCIAL PRAXEDES DEL ROSARIO PIZARRO LANDERO  E I R L;La Pintana;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Metropolitana de Santiago;Santiago;La Granja;19;348436;6287245;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;Reciclaje de vidrio;Valorización;83,96;Declaración;2017;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Metropolitana de Santiago;Santiago;Santiago;19;346580;6298956;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;Pretratamiento de papel, cartón y productos de papel;Valorización;19,12;Declaración;2017;RECICLADOS INDUSTRIALES PLACILLA;RECICLADOS INDUSTRIALES S.A;Renca;Metropolitana de Santiago
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Metropolitana de Santiago;Santiago;Santiago;19;346580;6298956;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Metales;Pretratamiento de Metales ;Valorización;0,5;Declaración;2017;RECUPAC SUCURSAL CERRILLOS;RECUPAC S A;Huechuraba;Metropolitana de Santiago
