"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"region";"comuna";"ciiu6";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Generador Municipal";"I MUNICIPALIDAD DE MAIPU";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";4053444;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Maipú";"Actividades de la administración pública en general";19;"-33,36480";"-62,90708";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";152,132;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MAIPU";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";4053444;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Maipú";"Actividades de la administración pública en general";19;"-33,36480";"-62,90708";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";1431,25;"Declaración";2020;"5453475";"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MAIPU";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";4053444;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Maipú";"Actividades de la administración pública en general";19;"-33,36480";"-62,90708";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";209411,83;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE NUNOA";"ILUSTRE MUNICIPALIDAD DE ÑUÑOA";4053498;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Ñuñoa";"Actividades de la administración pública en general";19;"-35,51865";"-62,97108";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";160360,78;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";4085307;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"Peñalolén";"Actividades de mantenimiento del orden público y de seguridad";19;"-35,54786";"-62,95302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Disposición final";12865;"Declaración";2020;"97614";"RELLENO SANITARIO SANTA MARTA";"CONSORCIO SANTA MARTA S A";"Talagante";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";4085307;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"Peñalolén";"Actividades de mantenimiento del orden público y de seguridad";19;"-35,54786";"-62,95302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Relleno sanitario";11317;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";4085307;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"Peñalolén";"Actividades de mantenimiento del orden público y de seguridad";19;"-35,54786";"-62,95302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Relleno sanitario";4519;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";"ILUSTRE MUNICIPALIDAD DE PEÑALOLÉN";4085307;"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"Peñalolén";"Actividades de mantenimiento del orden público y de seguridad";19;"-35,54786";"-62,95302";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";94587;"Declaración";2020;"78709";"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE S.A.";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE QUILICURA";"ILUSTRE MUNICIPALIDAD DE QUILICURA";4053448;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Quilicura";"Actividades de la administración pública en general";19;"-33,38945";"-63,06496";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";71743,46;"Declaración";2020;"3921963";"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL";"ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL";4053445;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Quinta Normal";"Actividades de la administración pública en general";19;"-34,42471";"-63,00560";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";123802;"Declaración";2020;"3921963";"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";1,012;"Declaración";2020;"5467254";"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A.";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";3,447;"Declaración";2020;"5469771";"NORTE VERDE";"RECUPERADORA DE EXCEDENTES INDUSTRIALES NORTE VERDE SPA";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";56,282;"Declaración";2020;"5458853";"SOREPA PUDAHUEL";"SOC RECUPERADORA DE PAPEL SPA";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";93,507;"Declaración";2020;"5461524";"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";39,268;"Declaración";2020;"5464995";"COMERCIAL RIO ACONCAGUA SPA";"COMERCIAL RIO ACONCAGUA SPA";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";23,96;"Declaración";2020;"5467286";"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Reciclaje de papel, cartón y productos de papel";7,393;"Declaración";2020;"5461524";"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";20,281;"Declaración";2020;"5460788";"ULTRAPAC SUDAMERICA SA";"ULTRA PAC SUDAMERICA S A";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";8,344;"Declaración";2020;"5461524";"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";2,32;"Declaración";2020;"5468895";"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";292,452;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";62,625;"Declaración";2020;"5453475";"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";1425,44;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";76058,78;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de limpieza viaria";"Relleno sanitario";3875,89;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";"Actividades de la administración pública en general";19;"-34,47149";"-63,02985";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos (incluidos muebles)";"Relleno sanitario";1827,48;"Declaración";2020;"7803";"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A";"Tiltil";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Eliminación";85031,5;"Declaración";2020;"3921963";"ESTACIÓN DE TRANSFERENCIA QUILICURA";"K D M  S A";"Quilicura";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Valorización";4,91;"Declaración";2020;"5458853";"SOREPA PUDAHUEL";"SOC RECUPERADORA DE PAPEL SPA";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Valorización";4,192;"Declaración";2020;"5461524";"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Valorización";9,17;"Declaración";2020;"5467286";"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";231,061;"Declaración";2020;"2372";"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";1,16;"Declaración";2020;"5461524";"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Valorización";8,98;"Declaración";2020;"5461524";"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Valorización";29,45;"Declaración";2020;"5467286";"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Valorización";0,89;"Declaración";2020;"5461524";"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S A";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Valorización";0,15;"Declaración";2020;"5467254";"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A.";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Valorización";33,148;"Declaración";2020;"4009583";"RECAUCHAJES ATLAS LTDA";"RECAUCHAJES ATLAS LTDA";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"null";3,793;"Declaración";2020;"null";"Destinatario Final";"PET RECYCLING SPA";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Otras actividades de servicios personales n.c.p.";"Metropolitana de Santiago";"Renca";"Otras actividades de servicios personales n.c.p.";19;"-34,41643";"-63,02487";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"null";0,1951;"Declaración";2020;"null";"Destinatario Final";"IDEATEC SPA";"Puente Alto";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";4085312;"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Joaquín";"Actividades de la administración pública en general";19;"-34,47481";"-62,94384";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Reciclaje de aceites y grasas comestibles";3,415;"Declaración";2020;"5459970";"MAIPU- BIOILS";"BIOILS SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";4085312;"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Joaquín";"Actividades de la administración pública en general";19;"-34,47481";"-62,94384";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Reciclaje de aceites y grasas comestibles";14,275;"Declaración";2020;"5466728";"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";"ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN";4085312;"Actividades de la administración pública en general";"Metropolitana de Santiago";"San Joaquín";"Actividades de la administración pública en general";19;"-34,47481";"-62,94384";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";91,778;"Declaración";2020;"5462303";"SOREPA ANTOFAGASTA";"SOC RECUPERADORA DE PAPEL SPA";"Antofagasta";"Antofagasta"
