"tipo_o_rol_establecimiento";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"ciiu4";"ciiu6";"region";"comuna";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_de_establecimiento_destinatario";"razon_social_destinatario";"comuna_trazabilidad";"region_destinatario"
"Generador Municipal";"I MUNICIPALIDAD DE LOS LAGOS";"ILUSTRE MUNICIPALIDAD DE LOS LAGOS";911603;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Ríos";"Los Lagos";-72,81706612;"-39.86284572";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Reciclaje de plásticos";8,589;"Declaración";2021;5469635;"BODEGA G2 LTDA";"INGENIERIA Y CONSTRUCCION G2 LIMITADA";"Valdivia";"Los Ríos"
"Generador Municipal";"I MUNICIPALIDAD DE OSORNO";"ILUSTRE MUNICIPALIDAD DE OSORNO";4587532;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Osorno";-73,13581543;"-40.57450709";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de papel, cartón y productos de papel";8,532;"Declaración";2021;5473607;"CHILLAN 817";"RECICLAJES Y TRANSPORTES RAHUE SPA";"Osorno";"Los Lagos"
"Generador Municipal";"I MUNICIPALIDAD DE SANTIAGO";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";5441724;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";-70,65044388;"-33.43782696";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";8,48;"Declaración";2021;5467254;"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A.";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUCHUNCAVI";"ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ";4055168;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Puchuncaví";-71,41615266;"-32.7264243";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento (I.R.A.R.)";8,31;"Declaración";2021;NA;"DESTINATARIO FINAL";"SOCIEDAD COMERCIAL DE SERVICIOS DE RECICLAJE INTEGRAL LIMITADA";"Quintero";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE RIO CLARO";"ILUSTRE MUNICIPALIDAD DE RÍO CLARO";3022590;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Río Claro";-71,25909501;"-35.27854967";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";8,07;"Declaración";2021;4587897;"CENTRO DE TRATAMIENTO DE RESIDUOS ECOMAULE";"ECOMAULE S A";"Río Claro";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE FUTALEUFU";"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";325229;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Futaleufú";-71,86776515;"-43.18621394";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de plásticos";8,004;"Declaración";2021;325229;"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";"I MUNICIPALIDAD DE FUTALEUFU";"Futaleufú";"Los Lagos"
"Generador Municipal";"I MUNICIPALIDAD DE PICHIDEGUA";"ILUSTRE MUNICIPALIDAD DE PICHIDEGUA";3784761;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Pichidegua";-71,2819448;"-34.35872319";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";7,977;"Declaración";2021;5468895;"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE ALHUE";"ILUSTRE MUNICIPALIDAD DE ALHUÉ";4055180;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Alhué";-71,10080655;"-34.03354579";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";7,9;"Declaración";2021;5467545;"DIFEZA | LA PINTANA";"COMERCIAL PRAXEDES DEL ROSARIO PIZARRO LANDERO SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CALERA DE TANGO";"ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO";5441689;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Calera de Tango";-70,7615076;"-33.63017524";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";7,872;"Declaración";2021;NA;"DESTINATARIO FINAL";"RECICLAJE PUCARA DE CHENA LIMITADA";"Calera de Tango";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";4055182;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Santo Domingo";-71,6280527;"-33.63583343";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje";7,681;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Renca";-70,70291266;"-33.40527419";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos municipales no especificados en otra categoría";"Reciclaje de Neumáticos Fuera de Uso";7,612;"Declaración";2021;4009583;"RECAUCHAJES ATLAS LTDA";"RECAUCHAJES ATLAS LTDA";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE ALGARROBO";"ILUSTRE MUNICIPALIDAD DE ALGARROBO";4055175;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Algarrobo";-71,67324894;"-33.36689675";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";7,53516;"Declaración";2021;5460788;"ULTRAPAC SUDAMERICA SA";"ULTRA PAC SUDAMERICA S A";"Pudahuel";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Renca";-70,70291266;"-33.40527419";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";7,47;"Declaración";2021;4989;"PLANTA COLINA";"ACEROS AZA S.A.";"Colina";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PUCHUNCAVI";"ILUSTRE MUNICIPALIDAD DE PUCHUNCAVÍ";4055168;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Puchuncaví";-71,41615266;"-32.7264243";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje";7,44;"Declaración";2021;NA;"DESTINATARIO FINAL";"SOCIEDAD COMERCIAL DE SERVICIOS DE RECICLAJE INTEGRAL LIMITADA";"Quintero";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD DE PICHIDEGUA";"ILUSTRE MUNICIPALIDAD DE PICHIDEGUA";3784761;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Pichidegua";-71,2819448;"-34.35872319";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";7,34165;"Declaración";2021;245025;"RELLENO SANITARIO PARQUE EL GUANACO";"RELLENOS SANITARIOS DEL MAULE S A";"Teno";"Maule"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE COLINA";"ILUSTRE MUNICIPALIDAD DE COLINA";325222;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Colina";-70,68396301;"-33.20507242";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";7,25;"Declaración";2021;5453475;"BODEGA DE ENVASES DE VIDRIO Y PLANTA DE RECICLADO DE VIDRIO";"CRISTALERIAS TORO SPA";"Maipú";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MONTEPATRIA";"ILUSTRE MUNICIPALIDAD DE MONTE PATRIA";1937358;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Monte Patria";-70,95753315;"-30.69485211";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";7,223;"Declaración";2021;5459831;"INDUSTRIA PROCESADORA DE PLASTICOS SPA";"INDUSTRIA PROCESADORA DE PLASTICOS SPA";"La Pintana";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CURANILAHUE";"ILUSTRE MUNICIPALIDAD DE CURANILAHUE";1965224;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Curanilahue";-73,34583413;"-37.47597707";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";7,20711;"Declaración";2021;5467893;"RECICLAJES CARRILLO Y CONTRERAS LTDA";"RECICLAJES CARRILLO Y CONTRERAS LIMITADA";"Concepción";"Biobío"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";"ILUSTRE MUNICIPALIDAD DE DOÑIHUE";4054482;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Doñihue";-70,75224079;"-34.17102086";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";7,141;"Declaración";2021;5468895;"RECIPET SA";"RECIPET S A";"Santiago";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PADRE LAS CASAS";"ILUSTRE MUNICIPALIDAD PADRE LAS CASAS";5461636;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Padre Las Casas";-72,59765468;"-38.77322986";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"";7,139;"Declaración";2021;5470713;"COMERCIAL MORCAS LIMITADA";"COMERCIAL MORCAS LIMITADA";"Lautaro";"Araucanía"
"Generador Municipal";"I MUNICIPALIDAD DE COCHRANE";"ILUSTRE MUNICIPALIDAD DE COCHRANE";4085311;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibañez del Campo";"Cochrane";-72,5729875;"-47.25356929";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento (I.R.A.R.)";7,13;"Declaración";2021;5481136;"ECOPUNTO FECUNDA PATAGONIA";"FECUNDA PATAGONIA SPA";"Coyhaique";"Aysén del Gral. Carlos Ibañez del Campo"
"Generador Municipal";"I MUNICIPALIDAD DE RECOLETA";"ILUSTRE MUNICIPALIDAD DE RECOLETA";431431;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Recoleta";-70,6436402;"-33.40158262";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Reciclaje de papel, cartón y productos de papel";7,004;"Declaración";2021;5461524;"RECUPAC SUCURSAL HUECHURABA";"RECUPAC S.A.";"Huechuraba";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE FUTALEUFU";"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";325229;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Futaleufú";-71,86776515;"-43.18621394";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";6,996;"Declaración";2021;325229;"ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ";"I MUNICIPALIDAD DE FUTALEUFU";"Futaleufú";"Los Lagos"
"Generador Municipal";"I MUNICIPALIDAD DE VINA DEL MAR";"ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR";4055170;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Viña del Mar";-71,55374101;"-33.02346101";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Co-procesamiento";6,96;"Declaración";2021;245956;"CEMENTO MELÓN PLANTA LA CALERA";"MELON S.A.";"Calera";"Valparaíso"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";4055182;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Santo Domingo";-71,6280527;"-33.63583343";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de papel, cartón y productos de papel";6,875;"Declaración";2021;5467286;"RECICLADOS INDUSTRIALES S A PLANTA RENCA";"RECICLADOS INDUSTRIALES S.A";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE LA COMUNA DE EL BOSQUE";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";8356;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"El Bosque";-70,66575989;"-33.55575997";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";6,85;"Declaración";2021;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE COQUIMBO";"ILUSTRE MUNICIPALIDAD DE COQUIMBO";879934;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Coquimbo";-71,33892271;"-29.95900321";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";6,807;"Declaración";2021;5472004;"ECO 360";"GESTION DE RESIDUOS Y RECURSOS ESPECIALES PARA RECICLAJE RAIMUNDO CRUZ";"Coquimbo";"Coquimbo"
"Generador Municipal";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Providencia";-70,60931115;"-33.43201876";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Pretratamiento de Vidrio";6,762;"Declaración";2021;5480423;"CENTRO INCLUSIVO DE RECICLAJE";"ASESORIAS Y SERVICIOS KYKLOS SPA";"Cerrillos";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE MAIPU";"ILUSTRE MUNICIPALIDAD DE MAIPÚ";4053444;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Maipú";-70,76055684;"-33.51069283";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Reciclaje de metales";6,647;"Declaración";2021;5467254;"METALES Y ALUMINIOS SA RENCA";"METALES Y ALUMINIOS S.A.";"Renca";"Metropolitana de Santiago"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";5441443;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";-71,61268988;"-33.04723373";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";6,54;"Declaración";2021;NA;"PLASTIVAL SPA";"PLASTIVAL SPA";"Valparaíso";"Valparaíso"
"Generador Municipal";"I MUNICIPALIDAD RIO IBANEZ";"ILUSTRE MUNICIPALIDAD DE RÍO IBÁÑEZ";4085543;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibañez del Campo";"Río Ibáñez";-71,93678922;"-46.29075";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Pretratamiento de plásticos";6,53;"Declaración";2021;5481136;"ECOPUNTO FECUNDA PATAGONIA";"FECUNDA PATAGONIA SPA";"Coyhaique";"Aysén del Gral. Carlos Ibañez del Campo"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE LA SERENA";"ILUSTRE MUNICIPALIDAD DE LA SERENA";879933;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"La Serena";-71,25059803;"-29.90211211";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Valorización";6,5;"Declaración";2021;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A";"Padre Hurtado";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE CURANILAHUE";"ILUSTRE MUNICIPALIDAD DE CURANILAHUE";1965224;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Curanilahue";-73,34583413;"-37.47597707";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Preparación para reutilización";6,47;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"I MUNICIPALIDAD DE GORBEA";"ILUSTRE MUNICIPALIDAD DE GORBEA";1986452;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Araucanía";"Gorbea";-72,67542713;"-39.10232162";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";6,423;"Declaración";2021;5470713;"COMERCIAL MORCAS LIMITADA";"COMERCIAL MORCAS LIMITADA";"Lautaro";"Araucanía"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE LA SERENA";"ILUSTRE MUNICIPALIDAD DE LA SERENA";879933;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"La Serena";-71,25059803;"-29.90211211";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Recolección";6,385;"Declaración";2021;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE LANCO";"ILUSTRE MUNICIPALIDAD DE LANCO";1986194;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Ríos";"Lanco";-72,77961193;"-39.45102362";"Residuos de envases; absorbentes, trapos de limpieza, materiales de filtración y ropas de protección no especificados en otra categoría";"Envases (incluidos los residuos de envases de la recogida selectiva municipal)";"Envases de plástico";"Reciclaje de plásticos";6,275;"Declaración";2021;NA;"";"";"";""
"Generador Municipal";"I MUNICIPALIDAD DE CALERA DE TANGO";"ILUSTRE MUNICIPALIDAD DE CALERA DE TANGO";5441689;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Calera de Tango";-70,7615076;"-33.63017524";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Preparación para reutilización";6,2;"Declaración";2021;5474106;"LAMPA BIOILS";"BIOILS SPA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE PARRAL";"ILUSTRE MUNICIPALIDAD DE PARRAL";3770460;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Parral";-70,74232428;"-33.73094111";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";6,142;"Declaración";2021;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE SAN JAVIER";"ILUSTRE MUNICIPALIDAD DE SAN JAVIER";3022593;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"San Javier";-71,73249847;"-35.59309813";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Preparación para reutilización";6,1121;"Declaración";2021;NA;"DESTINATARIO FINAL";"NATURAL CYCLE SPA";"Villa Alegre";"Maule"
"Generador Municipal";"ILUSTRE MUNICIPALIDAD DE COLINA";"ILUSTRE MUNICIPALIDAD DE COLINA";325222;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Colina";-70,68396301;"-33.20507242";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento (I.R.A.R.)";6,089;"Declaración";2021;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA";"Lampa";"Metropolitana de Santiago"
"Generador Municipal";"I MUNICIPALIDAD DE VILLA ALEGRE";"ILUSTRE MUNICIPALIDAD DE VILLA ALEGRE";3023085;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Villa Alegre";-71,74391324;"-35.67619218";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";6,078;"Declaración";2021;6054;"RELLENO SANITARIO EL RETAMO";"RELLENOS SANITARIOS DEL MAULE S A";"Talca";"Maule"
"Generador Municipal";"I MUNICIPALIDAD DE PUNITAQUI";"ILUSTRE MUNICIPALIDAD DE PUNITAQUI";879727;"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Punitaqui";-71,25800122;"-30.83387316";"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Pretratamiento de Vidrio";6,037;"Declaración";2021;NA;"";"";"";""
