Año;Rol Declarante;Código VU establecimiento;Nombre establecimiento;Razon Social;CIIU4;CIIU6;Huso;UTMN;UTME;Region;Comuna;Cantidad Toneladas;Estimación/Declaración;Tratamiento;Capitulo LER;Numero Capitulo LER;Subcapitulo LER;Numero Subcapitulo LER;ler;Numero LER;retc_code_trazabilidad;nombre trazabilidad;razon social trazabilidad;comuna trazabilidad;region trazabilidad
2020;Generador Municipal;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-39,11437;-58,88800;Magallanes y de la Antártica Chilena;Cabo de Hornos (Ex-Navarino);0,372;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Cabo de Hornos (Ex-Navarino);Magallanes y de la Antártica Chilena
2020;Generador Municipal;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-39,11437;-58,88800;Magallanes y de la Antártica Chilena;Cabo de Hornos (Ex-Navarino);0,069;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Cabo de Hornos (Ex-Navarino);Magallanes y de la Antártica Chilena
2020;Generador Municipal;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-39,11437;-58,88800;Magallanes y de la Antártica Chilena;Cabo de Hornos (Ex-Navarino);846;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Cabo de Hornos (Ex-Navarino);Magallanes y de la Antártica Chilena
2020;Generador Municipal;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-39,11437;-58,88800;Magallanes y de la Antártica Chilena;Cabo de Hornos (Ex-Navarino);631;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7;4085310;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;ILUSTRE MUNICIPALIDAD DE CABO DE HORNOS;Cabo de Hornos (Ex-Navarino);Magallanes y de la Antártica Chilena
2020;Generador Municipal;3258677;ILUSTRE MUNICIPALIDAD DE PORVENIR;I.MUNICIPALIDAD DE PORVENIR;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-40,94017;-40,08716;Magallanes y de la Antártica Chilena;Porvenir;5142,06;Declaración;null;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;3258677;ILUSTRE MUNICIPALIDAD DE PORVENIR;I.MUNICIPALIDAD DE PORVENIR;Porvenir;Magallanes y de la Antártica Chilena
2020;Generador Municipal;912287;ILUSTRE MUNICIPALIDAD DE PRIMAVERA;I MUNICIPALIDAD DE PRIMAVERA;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;18;-52,76466;-69,92949;Magallanes y de la Antártica Chilena;Primavera;799;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5462466;VERTEDERO DE PRIMAVERA;I MUNICIPALIDAD DE PRIMAVERA;Primavera;Magallanes y de la Antártica Chilena
2020;Generador Municipal;911617;ILUSTRE MUNICIPALIDAD DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Actividades de la administración pública en general;Actividades de la administración pública en general;18;-42,66493;-67,72101;Magallanes y de la Antártica Chilena;Natales;163,1;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);2;20 02 01 | Residuos biodegradables;1;5466567;VERTEDERO MUNICIPAL DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Natales;Magallanes y de la Antártica Chilena
2020;Generador Municipal;911617;ILUSTRE MUNICIPALIDAD DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Actividades de la administración pública en general;Actividades de la administración pública en general;18;-42,66493;-67,72101;Magallanes y de la Antártica Chilena;Natales;252;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 03 | Residuos de limpieza viaria;3;5466567;VERTEDERO MUNICIPAL DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Natales;Magallanes y de la Antártica Chilena
2020;Generador Municipal;911617;ILUSTRE MUNICIPALIDAD DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Actividades de la administración pública en general;Actividades de la administración pública en general;18;-42,66493;-67,72101;Magallanes y de la Antártica Chilena;Natales;1451,8;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7;5466567;VERTEDERO MUNICIPAL DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Natales;Magallanes y de la Antártica Chilena
2020;Generador Municipal;911617;ILUSTRE MUNICIPALIDAD DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Actividades de la administración pública en general;Actividades de la administración pública en general;18;-42,66493;-67,72101;Magallanes y de la Antártica Chilena;Natales;12731,95;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5466567;VERTEDERO MUNICIPAL DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Natales;Magallanes y de la Antártica Chilena
2020;Generador Municipal;3155314;ILUSTRE MUNICIPALIDAD DE TORRES DEL PAINE;ILUSTRE MUNICIPALIDAD DE TORRES DEL PAIN;Actividades de la administración pública en general;Actividades de la administración pública en general;18;-43,18428;-68,85273;Magallanes y de la Antártica Chilena;Torres del Paine;149,1;Declaración;Vertedero;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5466567;VERTEDERO MUNICIPAL DE NATALES;ILUSTRE MUNICIPALIDAD DE NATALES;Natales;Magallanes y de la Antártica Chilena
2020;Generador Municipal;430558;ILUSTRE MUNICIPALIDAD DE CERRILLOS;ILUSTRE MUNICIPALIDAD DE CERRILLOS;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,93322;-34,41779;Metropolitana de Santiago;Cerrillos;44679,11;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;78709;RELLENO SANITARIO SANTIAGO PONIENTE;VEOLIA SU CHILE S.A.;Maipú;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;2453,16;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);2;20 02 01 | Residuos biodegradables;1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;2135,84;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 02 | Residuos de mercados;2;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;124,8;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 03 | Residuos de limpieza viaria;3;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;10069,01;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;8,604;Declaración;Pretratamiento (Centro de Acopio);20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 25 | Aceites y grasas comestibles;25;5466728;SOCIEDAD GENERAL RENDERING CHILE SA;SOCIEDAD GENERAL RENDERING CHILE LIMITADA;Lampa;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;238,686;Declaración;Reciclaje;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;13,071;Declaración;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;null;Destinatario Final;SERVITRANS SERVICIO DE LIMPIEZA URBANA S.A.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;16,13;Declaración;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;null;Destinatario Final;SERVITRANS SERVICIO DE LIMPIEZA URBANA S.A.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;20,202;Declaración;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;null;Destinatario Final;SERVITRANS SERVICIO DE LIMPIEZA URBANA S.A.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;0,424;Declaración;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;null;Destinatario Final;SERVITRANS SERVICIO DE LIMPIEZA URBANA S.A.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;0,255;Declaración;Recolección;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99;null;Destinatario Final;SERVITRANS SERVICIO DE LIMPIEZA URBANA S.A.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;8819;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;ILUSTRE MUNICIPALIDAD DE CERRO NAVIA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,99155;-33,39287;Metropolitana de Santiago;Cerro Navia;57405,39;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;4053495;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;I MUNICIPALIDAD DE CONCHALI;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;19;-63,03533;-34,44563;Metropolitana de Santiago;Conchalí;784,83;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);2;20 02 01 | Residuos biodegradables;1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;4053495;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;I MUNICIPALIDAD DE CONCHALI;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;19;-63,03533;-34,44563;Metropolitana de Santiago;Conchalí;48867,13;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;3023791;ILUSTRE MUNICIPALIDAD DE CHANCO;I MUNICIPALIDAD DE CHANCO;Chanco;Maule
2020;Generador Municipal;4053495;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;I MUNICIPALIDAD DE CONCHALI;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;19;-63,03533;-34,44563;Metropolitana de Santiago;Conchalí;2501,98;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 02 | Residuos de mercados;2;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;4053495;ILUSTRE MUNICIPALIDAD DE CONCHALÍ;I MUNICIPALIDAD DE CONCHALI;Otras actividades de servicios personales n.c.p.;Otras actividades de servicios personales n.c.p.;19;-63,03533;-34,44563;Metropolitana de Santiago;Conchalí;15969,45;Declaración;Disposición final;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 07 | Residuos voluminosos (incluidos muebles);7;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;4085309;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;I MUNICIPALIDAD ESTACION CENTRAL;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,97087;-34,42970;Metropolitana de Santiago;Estación Central;72993,97;Declaración;Depósito de Seguridad;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;5452485;Veolia Respel Chile SpA;VEOLIA RESPEL CHILE SPA;Valparaíso;Valparaíso
2020;Generador Municipal;4085309;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;I MUNICIPALIDAD ESTACION CENTRAL;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,97087;-34,42970;Metropolitana de Santiago;Estación Central;2,3833;Declaración;Pretratamiento de Metales;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;5471252;CENTRO DE ACOPIO Y VALORIZACION;REMBRE SPA.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;4085309;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;I MUNICIPALIDAD ESTACION CENTRAL;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,97087;-34,42970;Metropolitana de Santiago;Estación Central;232,754;Declaración;Pretratamiento de papel, cartón y productos de papel;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5471252;CENTRO DE ACOPIO Y VALORIZACION;REMBRE SPA.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;4085309;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;I MUNICIPALIDAD ESTACION CENTRAL;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,97087;-34,42970;Metropolitana de Santiago;Estación Central;100,06767;Declaración;Pretratamiento de plásticos;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5471252;CENTRO DE ACOPIO Y VALORIZACION;REMBRE SPA.;Quilicura;Metropolitana de Santiago
2020;Generador Municipal;4085309;ILUSTRE MUNICIPALIDAD DE ESTACIÓN CENTRAL;I MUNICIPALIDAD ESTACION CENTRAL;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,97087;-34,42970;Metropolitana de Santiago;Estación Central;125;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;1967;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Cerrillos;Metropolitana de Santiago
2020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,88179;-34,45491;Metropolitana de Santiago;La Cisterna;98,644;Declaración;Reciclaje de papel, cartón y productos de papel;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5459117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;San Joaquín;Metropolitana de Santiago
2020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,88179;-34,45491;Metropolitana de Santiago;La Cisterna;33,069;Declaración;Reciclaje de plásticos;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 39 | Plásticos;39;5468895;RECIPET SA;RECIPET S A;Santiago;Metropolitana de Santiago
2020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,88179;-34,45491;Metropolitana de Santiago;La Cisterna;197,441;Declaración;Reciclaje de vidrio;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 02 | Vidrio;2;2372;CRISTALERIAS DE CHILE  S A;CRISTALERIAS DE CHILE S A;Padre Hurtado;Metropolitana de Santiago
2020;Generador Municipal;4053453;ILUSTRE MUNICIPALIDAD DE LA CISTERNA;I MUNICIPALIDAD DE LA CISTERNA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,88179;-34,45491;Metropolitana de Santiago;La Cisterna;48458;Declaración;Relleno sanitario;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;03 | Otros residuos municipales;3;20 03 01 | Mezclas de residuos municipales;1;7803;RELLENO SANITARIO LOMA LOS COLORADOS;K D M  S A;Tiltil;Metropolitana de Santiago
2020;Generador Municipal;4055176;ILUSTRE MUNICIPALIDAD DE LA GRANJA;I MUNICIPALIDAD DE LA GRANJA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,87245;-34,48436;Metropolitana de Santiago;La Granja;199,99;Declaración;Pretratamiento de madera que no contiene sustancias peligrosas;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;02 | Residuos de parques y jardines (incluidos los residuos de cementerios);2;20 02 01 | Residuos biodegradables;1;5461587;TIRSA LONGITUDINAL SUR KM 63 SN MOSTAZAL;TIRSA S A;Mostazal;Libertador Gral. Bernardo O'Higgins
2020;Generador Municipal;4055176;ILUSTRE MUNICIPALIDAD DE LA GRANJA;I MUNICIPALIDAD DE LA GRANJA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,87245;-34,48436;Metropolitana de Santiago;La Granja;3,05;Declaración;Pretratamiento (I.R.A.R.);20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 99 | Otras fracciones no especificadas en otra categoría;99;5467277;RECICLADOS INDUSTRIALES LA PINTANA;RECICLADOS INDUSTRIALES S.A;La Pintana;Metropolitana de Santiago
2020;Generador Municipal;4055176;ILUSTRE MUNICIPALIDAD DE LA GRANJA;I MUNICIPALIDAD DE LA GRANJA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,87245;-34,48436;Metropolitana de Santiago;La Granja;14,064;Declaración;Reciclaje de metales;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 40 | Metales;40;5467545;DIFEZA | LA PINTANA;COMERCIAL PRAXEDES DEL ROSARIO PIZARRO LANDERO SPA;La Pintana;Metropolitana de Santiago
2020;Generador Municipal;4055176;ILUSTRE MUNICIPALIDAD DE LA GRANJA;I MUNICIPALIDAD DE LA GRANJA;Actividades de la administración pública en general;Actividades de la administración pública en general;19;-62,87245;-34,48436;Metropolitana de Santiago;La Granja;89,644;Declaración;Reciclaje de papel, cartón y productos de papel;20 | Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;20;01 | Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);1;20 01 01 | Papel y cartón;1;5459117;SOREPA CARLOS VALDOVINOS;SOC RECUPERADORA DE PAPEL SPA;San Joaquín;Metropolitana de Santiago
