"tipo_o_rol_declarante";"nombre_establecimiento";"razon_social";"id_establecimiento_vu";"rubro_retc";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Municipio";"Valparaíso";"Valparaíso";"Casablanca";19;275743;6311509;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";0,156;"Declaración";2018;NA;"";"MUNICIPALIDAD DE CASABLANCA";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHIMBARONGO";"ILUSTRE MUNICIPALIDAD DE CHIMBARONGO";3022881;"Municipio";"Libertador Gral. Bernardo O'Higgins";"Colchagua";"Chimbarongo";19;313060;6157304;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";9467;"Declaración";2018;NA;"";"ILUSTRE MUNICIPALIDAD DE CHIMBARONGO";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE COIHUECO";"I MUNICIPALIDAD DE COIHUECO";1762916;"";"Biobío";"Ñuble";"Coihueco";19;246829;5942604;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,35;"Declaración";2018;5460689;"GREENPLAST SA";"GREENPLAST SA | GREENPLAST SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PUDAHUEL";"ILUSTRE MUNICIPALIDAD DE PUDAHUEL";4053446;"Municipio";"Metropolitana";"Santiago";"Pudahuel";19;336025;6298307;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";297,25;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CATEMU";"I MUNICIPALIDAD DE CATEMU";4054474;"";"Valparaíso";"San Felipe de Aconcagua";"Catemu";19;316156;6371556;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";4618,38;"Declaración";2018;5460838;"SERVICIOS GEA LTDA";"SERVICIOS GEA LIMITADA | SERVICIOS GEA LTDA";"San Felipe";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA LIGUA";"ILUSTRE MUNICIPALIDAD DE LA LIGUA";881994;"Municipio";"Valparaíso";"Petorca";"La Ligua";19;290221;6407507;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";68,375;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";"ILUSTRE MUNICIPALIDAD DE MARÍA PINTO";4055181;"Municipio";"Metropolitana";"Melipilla";"María Pinto";19;302741;6289302;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2615,164;"Declaración";2018;5473212;"VERTEDERO POPETA";"I MUNICIPALIDAD DE MELIPILLA | VERTEDERO POPETA";"Melipilla";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE COLTAUCO";"I MUNICIPALIDAD DE COLTAUCO";4054483;"Municipio";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Coltauco";19;308040;6203964;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";4954,18;"Declaración";2018;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LIMACHE";"I MUNICIPALIDAD DE LIMACHE";3130791;"Municipio";"Valparaíso";"Marga Marga";"Limache";19;288919;6345389;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";3,15;"Declaración";2018;5460689;"GREENPLAST SA";"GREENPLAST SA | GREENPLAST SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PEDRO AGUIRRE CERDA";"I MUNICIPALIDAD PEDRO AGUIRRE CERDA";5441727;"Municipio";"Metropolitana";"Santiago";"Pedro Aguirre Cerda";19;345392;6293271;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";45934;"Declaración";2018;78709;"RELLENO SANITARIO SANTIAGO PONIENTE";"VEOLIA SU CHILE SA | RELLENO SANITARIO SANTIAGO PONIENTE";"Maipú";"Metropolitana"
"Municipio";"I MUNICIPALIDAD DE CONCON";"I MUNICIPALIDAD DE CONCON";5465466;"Municipio";"Valparaíso";"Valparaíso";"Concón";19;264736;6354721;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";17396,24;"Declaración";2018;5452216;"RELLENO SANITARIO EL MOLLE";"GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE";"Valparaíso";"Valparaíso"
"Municipio";"MUNICIPALIDAD DE PROVIDENCIA";"I MUNICIPALIDAD DE PROVIDENCIA";4585273;"Municipio";"Metropolitana";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos";"Relleno sanitario";"Eliminación";1569,77;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"MUNICIPALIDAD DE LA REINA";"ILUSTRE MUNICIPALIDAD DE LA REINA";4053499;"Municipio";"Metropolitana";"Santiago";"La Reina";19;357800;6297500;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";180,49;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";"ILUSTRE MUNICIPALIDAD DE TALAGANTE";4053451;"Municipio";"Metropolitana";"Talagante";"Talagante";19;321298;6273299;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";109,379;"Declaración";2018;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL S A | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PEÑAFLOR";"I MUNICIPALIDAD DE PENAFLOR";4053450;"Municipio";"Metropolitana";"Talagante";"Peñaflor";19;323839;6279867;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";2,02;"Declaración";2018;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA GRANJA";"I MUNICIPALIDAD DE LA GRANJA";4055176;"Municipio";"Metropolitana";"Santiago";"La Granja";19;348436;6287245;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";95,06;"Declaración";2018;5467294;"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA";"Valparaíso";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE RENCA";"ILUSTRE MUNICIPALIDAD DE RENCA";4053447;"Municipio";"Metropolitana";"Santiago";"Renca";19;341643;6302487;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";0,07;"Declaración";2018;5460689;"GREENPLAST SA";"GREENPLAST SA | GREENPLAST SA";"Lampa";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PANGUIPULLI";"I MUNICIPALIDAD DE PANGUIPULLI";911609;"Municipio";"Los Ríos";"Valdivia";"Panguipulli";18;728549;5608404;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Recepción de Lodos en PTAS";"Eliminación";698;"Declaración";2018;4586341;"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LOS LAGOS";"EMPRESA DE SERVICIOS SANITARIOS DE LOS LAGOS S.A | PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS, LOS LAGOS";"Los Lagos";"Los Ríos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MELIPILLA";"ILUSTRE MUNICIPALIDAD DE MELIPILLA";4055178;"Municipio";"Metropolitana";"Melipilla";"Melipilla";19;294528;6270473;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";550;"Declaración";2018;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE MEJILLONES";"I MUNICIPALIDAD DE MEJILLONES";3899684;"Municipio";"Antofagasta";"Antofagasta";"Mejillones";19;351261;7444614;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";1485;"Declaración";2018;5470028;"VERTEDERO MUNICIPAL MEJILLONES";"I MUNICIPALIDAD DE MEJILLONES | VERTEDERO MUNICIPAL MEJILLONES";"Mejillones";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA PINTANA";"ILUSTRE MUNICIPALIDAD DE LA PINTANA";4085306;"Municipio";"Metropolitana";"Santiago";"La Pintana";19;348716;6282660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos de mercados";"Relleno sanitario";"Eliminación";8347,69;"Declaración";2018;97614;"RELLENO SANITARIO SANTA MARTA";"CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA";"Talagante";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CISNES";"ILUSTRE MUNICIPALIDAD DE CISNES";911200;"Municipio";"Aysén del Gral. Carlos Ibáñez del Campo";"Aisén";"Cisnes";18;683604;5044695;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Otros residuos no biodegradables";"Vertedero";"Eliminación";110;"Declaración";2018;5465112;"VERTEDERO PUERTO CISNES";"I MUNICIPALIDAD DE CISNES | VERTEDERO PUERTO CISNES";"Cisnes";"Aysén del Gral. Carlos Ibáñez del Campo"
"Municipio";"I MUNICIPALIDAD DE CONCON";"I MUNICIPALIDAD DE CONCON";5465466;"Municipio";"Valparaíso";"Valparaíso";"Concón";19;264736;6354721;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";40,26;"Declaración";2018;5467294;"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA";"Valparaíso";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LO PRADO";"I MUNICIPALIDAD DE LO PRADO";4085308;"Municipio";"Metropolitana";"Santiago";"Lo Prado";19;340252;6298207;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";54,6;"Declaración";2018;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL S A | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE GUAITECAS";"ILUSTRE MUNICIPALIDAD DE GUAITECAS";5441646;"Municipio";"Aysén del Gral. Carlos Ibáñez del Campo";"Aisén";"Guaitecas";18;600414;5140326;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";1075;"Declaración";2018;NA;"";"Relleno Sanitario Municipalidad de Guaitecas";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";5441557;"Municipio";"Biobío";"Arauco";"Los Álamos";18;635696;5834554;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";603,48;"Declaración";2018;NA;"";"JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE PENCO";"ILUSTRE MUNICIPALIDAD DE PENCO";1963654;"Municipio";"Biobío";"Concepción";"Penco";18;679330;5932240;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";20846,87;"Declaración";2018;NA;"";"CENTRO DE MANEJO DE RESIDUOS CONCEPCION S.A.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL";"ILUSTRE MUNICIPALIDAD DE QUINTA NORMAL";4053445;"Municipio";"Metropolitana";"Santiago";"Quinta Normal";19;342471;6300560;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";61739;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA UNIÓN";"I MUNICIPALIDAD DE LA UNION";911604;"Municipio";"Los Ríos";"Ranco";"La Unión";18;663110;5538175;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";818;"Declaración";2018;4587637;"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"Valdivia";"Los Ríos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUILICURA";"ILUSTRE MUNICIPALIDAD DE QUILICURA";4053448;"Municipio";"Metropolitana";"Santiago";"Quilicura";19;338945;6306496;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";397,68;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE FRESIA";"ILUSTRE MUNICIPALIDAD DE FRESIA";2154307;"Municipio";"Los Lagos";"Llanquihue";"Fresia";18;632889;5443383;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";242,21;"Declaración";2018;5465162;"RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"I MUNICIPALIDAD DE PUERTO VARAS | RELLENO SANITARIO PROVINCIAL COMUNA DE PUERTO VARAS";"Puerto Varas";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA UNIÓN";"I MUNICIPALIDAD DE LA UNION";911604;"Municipio";"Los Ríos";"Ranco";"La Unión";18;663110;5538175;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";886;"Declaración";2018;4587637;"VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"I MUNICIPALIDAD VALDIVIA | VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL";"Valdivia";"Los Ríos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CERRO NAVIA";"ILUSTRE MUNICIPALIDAD DE CERRO NAVIA";8819;"Municipio";"Metropolitana";"Santiago";"Cerro Navia";19;339287;6299155;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";51747;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE ANGOL";"ILUSTRE MUNICIPALIDAD DE ANGOL";19771;"Municipio";"Araucanía";"Malleco";"Angol";18;703045;5812689;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";15,27;"Declaración";2018;5459970;"BIOILS SPA";"BIOILS SPA | BIOILS SPA";"Maipú";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";"ILUSTRE MUNICIPALIDAD DE LA FLORIDA";4053500;"Municipio";"Metropolitana";"Santiago";"La Florida";19;351534;6289621;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";1,91;"Declaración";2018;5461523;"RECUPAC SUCURSAL PINTANA";"RECUPAC S A | RECUPAC SUCURSAL PINTANA";"La Pintana";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PUERTO OCTAY";"ILUSTRE MUNICIPALIDAD DE PUERTO OCTAY";911196;"";"Los Lagos";"Osorno";"Puerto Octay";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2300;"Declaración";2018;5463828;"VERTEDERO CURACO OSORNO";"I MUNICIPALIDAD DE OSORNO | VERTEDERO CURACO OSORNO";"Osorno";"Los Lagos"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CERRO NAVIA";"ILUSTRE MUNICIPALIDAD DE CERRO NAVIA";8819;"Municipio";"Metropolitana";"Santiago";"Cerro Navia";19;339287;6299155;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos";"Relleno sanitario";"Eliminación";12390;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUILPUÉ";"I MUNICIPALIDAD DE QUILPUE";4055172;"Municipio";"Valparaíso";"Marga Marga";"Quilpué";19;271727;6340978;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";51034;"Declaración";2018;5452216;"RELLENO SANITARIO EL MOLLE";"GESTION INTEGRAL DE RESIDUOS S A | RELLENO SANITARIO EL MOLLE";"Valparaíso";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE GALVARINO";"ILUSTRE MUNICIPALIDAD DE GALVARINO";1965230;"Municipio";"Araucanía";"Cautín";"Galvarino";18;693649;5746490;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";148,33;"Declaración";2018;5461913;"VERTEDERO LICURA (MULCHEN";"EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA | VERTEDERO LICURA (MULCHEN";"Mulchén";"Biobío"
"Municipio";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";5441443;"Municipio";"Valparaíso";"Valparaíso";"Valparaíso";19;256029;6340442;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";10,37;"Declaración";2018;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL S A | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"ILUSTRE MUNICIPALIDAD DE ARICA";"I MUNICIPALIDAD DE ARICA";244524;"";"Arica y Parinacota";"Arica";"Arica";NA;NA;NA;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Residuos voluminosos";"Basural";"Eliminación";2319,6;"Declaración";2018;5473154;"VERTEDERO MUNICIPAL";"I MUNICIPALIDAD DE ARICA | VERTEDERO MUNICIPAL";"Arica";"Arica y Parinacota"
"Municipio";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";8356;"Municipio";"Metropolitana";"Santiago";"El Bosque";19;345366;6285856;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";81761,21;"Declaración";2018;97614;"RELLENO SANITARIO SANTA MARTA";"CONSORCIO SANTA MARTA S A | RELLENO SANITARIO SANTA MARTA";"Talagante";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE CONCHALÍ";"ILUSTRE MUNICIPALIDAD DE CONCHALÍ";4053495;"Municipio";"Metropolitana";"Santiago";"Conchalí";19;344563;6303533;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Residuos biodegradables";"Relleno sanitario";"Eliminación";2225,62;"Declaración";2018;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana"
"Municipio";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";"ILUSTRE MUNICIPALIDAD DE VALPARAÍSO";5441443;"Municipio";"Valparaíso";"Valparaíso";"Valparaíso";19;256029;6340442;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";52,7;"Declaración";2018;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana"
