Tipo o Rol declarante;Razón Social;Nombre Establecimiento;ID Establecimiento VU;Rubro;CIIU4;Región;Provincia;Comuna;Latitud;Longitud;Capítulo LER;Subcapítulo LER;Nombre LER;Cantidad (Toneladas);Año;Razón Social Destinatario;Nombre de Establecimiento Destinatario;Tipo de Tratamiento;Región Destinatario;Provincia Destinatario;Comuna Destinatario
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOSÉ DE MAIPO;ILUSTRE MUNICIPALIDAD DE SAN JOSÉ DE MAIPO;5441685;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Cordillera;San José de Maipo;-33,64058124;-70,35356142;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;7660,99;2015;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Granja;-33,54367738;-70,63246525;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;21;2015;RECICLADOS INDUSTRIALES S.A;RECICLADOS INDUSTRIALES S A PLANTA RENCA;Pretratamiento de papel, cartón y productos de papel;Metropolitana de Santiago;Santiago;Renca
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Granja;-33,54367738;-70,63246525;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;47;2015;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;I MUNICIPALIDAD PUERTO OCTAY;ILUSTRE MUNICIPALIDAD DE PUERTO OCTAY;911196;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Osorno;Puerto Octay;-40,97292913;-72,88357671;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;2100;2015;I MUNICIPALIDAD DE OSORNO;RELLENO SANITARIO PROVINCIA DE OSORNO CURACO;Relleno sanitario;Los Lagos;Osorno;Osorno
Municipio;ILUSTRE MUNICIPALIDAD DE CORONEL;ILUSTRE MUNICIPALIDAD DE CORONEL;5441715;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Coronel;-36,98555821;-73,15854804;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;31586;2015;CENTRO DE MANEJO DE RESIDUOS CONCEPCION SOCIEDAD ANONIMA;CEMARC SA;Relleno sanitario;Bío-Bío;Concepción;Penco
Municipio;I MUNICIPALIDAD DE FUTALEUFU;ILUSTRE MUNICIPALIDAD DE FUTALEUFÚ;325229;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Palena;Futaleufú;-43,18621394;-71,86776515;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;560;2015;Municalipalidad de Futaleufu;Municalipalidad de Futaleufu;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE LA GRANJA;ILUSTRE MUNICIPALIDAD DE LA GRANJA;4055176;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;La Granja;-33,54367738;-70,63246525;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;63727;2015;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE LO PRADO;ILUSTRE MUNICIPALIDAD DE LO PRADO;4085308;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Lo Prado;-33,44365519;-70,71862552;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;36684;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;4053449;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Chacabuco;Tiltil;-33,08509068;-70,92901261;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;5242;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE TILTIL;ILUSTRE MUNICIPALIDAD DE TILTIL;4053449;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Chacabuco;Tiltil;-33,08509068;-70,92901261;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Lodos de fosas sépticas;15430;2015;AGUAS ANDINAS S A;CENTRO DE GESTION DE BIOSOLIDOS EL RUTAL;Monorelleno;Metropolitana de Santiago;Santiago;Santiago
Municipio;MUNICIPALIDAD DE HUALPEN;ILUSTRE MUNICIPALIDAD DE HUALPÉN;339059;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Hualpen;-36,78776289;-73,08782005;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos municipales no especificados en otra categoría;35130,83;2015;HIDRONOR CHILE S A;PLANTA PUDAHUEL;Depósito de Seguridad;Metropolitana de Santiago;Santiago;Las Condes
Municipio;ILUSTRE MUNICIPALIDAD DE HUARA;ILUSTRE MUNICIPALIDAD DE HUARA;879721;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Tarapacá;Tamarugal;Huara;-19,99725012;-69,77185162;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;72,96;2015;ILUSTRE MUNICIPALIDAD DE HUARA;BASURAL ALTO HOSPICIO PISAGUA;Basural;Tarapacá;Tamarugal;Huara
Municipio;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO;4055182;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Antonio;Santo Domingo;-33,63583343;-71,6280527;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;59;2015;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;ILUSTRE MUNICIPALIDAD DE HIJUELAS;ILUSTRE MUNICIPALIDAD DE HIJUELAS;3970391;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Quillota;Hijuelas;-32,79799772;-71,14372019;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;10510;2015;"ELISA GUTIERREZ FONSECA, COMERCIALIZADORA Y SERVICIOS,
            EMPRESA INDIVID";VERTEDERO SAN PEDRO;Vertedero;Valparaíso;Quillota;Quillota
Municipio;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;ILUSTRE MUNICIPALIDAD DE SAN JOAQUÍN;4085312;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;San Joaquín;-33,47917671;-70,64153152;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Residuos voluminosos;40866,05;2015;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;I MUNICIPALIDAD DE PAILLACO;MUNICIPALIDAD PAILLACO;911605;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Valdivia;Paillaco;-40,06987059;-72,87300137;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Equipos eléctricos y electrónicos desechados distintos de los especificados en los códigos 20 01 21, 20 01 23 y 20 01 35;1,36;2015;COMPANIA NACIONAL DE RECICLAJE LIMITADA;COMPAÑÍA NACIONAL DE RECICLAJE;Residuos voluminosos;Metropolitana de Santiago;Santiago;Las Condes
Municipio;I MUNICIPALIDAD DE SANTIAGO;ILUSTRE MUNICIPALIDAD DE SANTIAGO;5441724;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Santiago;-33,43782696;-70,65044388;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;0,86;2015;INTEGRITY S.A.;INTEGRITY S.A.;Reciclaje de plásticos;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE HUECHURABA;ILUSTRE MUNICIPALIDAD DE HUECHURABA;5441725;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Huechuraba;-33,37494847;-70,63499135;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;43200;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE LA CALERA;ILUSTRE MUNICIPALIDAD DE LA CALERA;5441461;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Quillota;Calera;-32,78894344;-71,20038605;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;70,05;2015;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;ILUSTRE MUNICIPALIDAD DE SAN FABIÁN;ILUSTRE MUNICIPALIDAD DE SAN FABIÁN;3023317;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Punilla;San Fabián;-36,55692176;-71,55077373;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1152,8;2015;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;I MUNICIPALIDAD DE COELEMU;ILUSTRE MUNICIPALIDAD DE COELEMU;3023796;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Ñuble;Itata;Coelemu;-36,48329718;-72,69999658;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;4311;2015;ECOBIO SA;ECOBIO;Relleno sanitario;Ñuble;Diguillín;Chillan Viejo
Municipio;I MUNICIPALIDAD DE PUCON;ILUSTRE MUNICIPALIDAD DE PUCÓN;1986456;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Pucón;-39,27225549;-71,97762564;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;7472,21;2015;Municipalidad de Pucón;Municipalidad de Pucón;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE COQUIMBO;ILUSTRE MUNICIPALIDAD DE COQUIMBO;879934;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Elqui;Coquimbo;-29,95900321;-71,33892271;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;118296;2015;TASUI NORTE SUR S.A.;RELLENO SANITARIO EL PANUL;Relleno sanitario;Metropolitana de Santiago;Santiago;Santiago
Municipio;I MUNICIPALIDAD DE VILLARRICA;ILUSTRE MUNICIPALIDAD DE VILLARRICA;1986455;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Villarrica;-39,28328341;-72,2273039;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;62;2015;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;I MUNICIPALIDAD DE CONCEPCION;ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN;4587633;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Concepción;-36,82832797;-73,05151529;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;91646,98;2015;Cemarc S.A.;Cemarc S.A.;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE COMBARBALÁ;ILUSTRE MUNICIPALIDAD DE COMBARBALÁ;1871531;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Coquimbo;Limarí;Combarbalá;-31,17909663;-71,00509427;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;5760;2015;I.MUNICIPALIDAD DE COMBARBALA;I.MUNICIPALIDAD DE COMBARBALA;Vertedero;null;null;null
Municipio;I MUNICIPALIDAD DE PURRANQUE;ILUSTRE MUNICIPALIDAD DE PURRANQUE;911197;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Lagos;Osorno;Purranque;-40,91213907;-73,15578444;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Papel y cartón;6552;2015;I MUNICIPALIDAD DE OSORNO;RELLENO SANITARIO PROVINCIA DE OSORNO CURACO;Relleno sanitario;Los Lagos;Osorno;Osorno
Municipio;I MUNICIPALIDAD DE LAUTARO;ILUSTRE MUNICIPALIDAD DE LAUTARO;5441717;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Cautín;Lautaro;-38,53106198;-72,43947749;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;369;2015;I MUNICIPALIDAD DE TEMUCO;CENTRO DE DISPOSICIÓN FINAL DE RESIDUOS SOLIDOS MUNICIPALES  BOYECO;Vertedero;Araucanía;Cautín;Temuco
Municipio;ILUSTRE MUNICIPALIDAD DE ALGARROBO;ILUSTRE MUNICIPALIDAD DE ALGARROBO;4055175;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;San Antonio;Algarrobo;-33,36689675;-77,67324894;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;12156;2015;ECO-GARBAGE S A;VERTEDERO ALTOS DE CARTAGENA;Vertedero;Valparaíso;Valparaíso;Valparaíso
Municipio;I MUNICIPALIDAD DE PROVIDENCIA;MUNICIPALIDAD DE PROVIDENCIA;4585273;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Providencia;-33,43201876;-70,60931115;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Aceites y grasas comestibles;36,14;2015;Comercial Sergio Lazo EIRL;Comercial Sergio Lazo EIRL;Relleno sanitario;null;null;null
Municipio;I MUNICIPALIDAD DE PROVIDENCIA;MUNICIPALIDAD DE PROVIDENCIA;4585273;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Providencia;-33,43201876;-70,60931115;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Madera distinta de la especificada en el código 20 01 37;7,8;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;ILUSTRE MUNICIPALIDAD DE EL BOSQUE;8356;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;El Bosque;-33,55575997;-70,66575989;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Otras fracciones no especificadas en otra categoría;79951,98;2015;CONSORCIO SANTA MARTA S A;RELLENO SANITARIO SANTA MARTA;Relleno sanitario;Metropolitana de Santiago;Maipo;San Bernardo
Municipio;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;ILUSTRE MUNICIPALIDAD DE PADRE HURTADO;5441698;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Talagante;Padre Hurtado;-33,57645441;-70,8226315;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;53,88;2015;CRISTALERIAS DE CHILE S A;CRISTALERIAS DE CHILE  S A;Reciclaje de vidrio;Metropolitana de Santiago;Talagante;Padre Hurtado
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;557,17;2015;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;597,55;2015;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS;5441557;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Arauco;Los Alamos;-37,62612516;-73,4622622;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;592,83;2015;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES;Relleno sanitario;null;null;null
Municipio;ILUSTRE MUNICIPALIDAD DE QUILICURA;ILUSTRE MUNICIPALIDAD DE QUILICURA;4053448;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Metropolitana de Santiago;Santiago;Quilicura;-33,36872878;-70,73119776;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;97263,83;2015;K D M  S A;RELLENO SANITARIO LOMA LOS COLORADOS;Relleno sanitario;Metropolitana de Santiago;Santiago;Quilicura
Municipio;I MUNICIPALIDAD DE REQUINOA;ILUSTRE MUNICIPALIDAD DE REQUINOA;3022585;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Requínoa;-34,28189531;-70,81350188;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;7679,59;2015;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE FLORIDA;ILUSTRE MUNICIPALIDAD DE FLORIDA;253472;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Bío-Bío;Concepción;Florida;-33,5311536;-70,59140776;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1706;2015;HIDRONOR CHILE S A;PLANTA COPIULEMU;Relleno sanitario;Metropolitana de Santiago;Santiago;Las Condes
Municipio;I MUNICIPALIDAD DE COLLIPULLI;ILUSTRE MUNICIPALIDAD DE COLLIPULLI;5441610;;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Araucanía;Malleco;Collipulli;-37,9577698;-72,4322086;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;6636;2015;EMPRESA DE SERVICIOS MECANIZADOS ASEOS Y ROCES LTDA;VERTEDERO LICURA (MULCHEN;Vertedero;Bío-Bío;Concepción;Hualpen
Municipio;ILUSTRE MUNICIPALIDAD DE OLIVAR;ILUSTRE MUNICIPALIDAD DE OLIVAR;3022586;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Olivar;-34,21021545;-70,81746725;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;4458;2015;I MUNICIPALIDAD DE RANCAGUA;RELLENO SANITARIO COLIHUES LA YESCA;Relleno sanitario;Libertador General Bernardo Ohiggins;Cachapoal;Rancagua
Municipio;ILUSTRE MUNICIPALIDAD DE GRANEROS;ILUSTRE MUNICIPALIDAD DE GRANEROS;5438317;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Libertador General Bernardo Ohiggins;Cachapoal;Graneros;-34,06375048;-70,72562905;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Vidrio;43,72;2015;CRISTALERIAS TORO SPA;CRISTALERIAS TORO SPA;Reciclaje de vidrio;Metropolitana de Santiago;Santiago;Cerrillos
Municipio;I MUNICIPALIDAD DE ISLA DE PASCUA;ILUSTRE MUNICIPALIDAD DE ISLA DE PASCUA;4402074;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Valparaíso;Isla de Pascua;Isla de Pascua;-27,14833279;-109,4278951;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01);Plásticos;3,8;2015;GREENDOT SPA;GREENDOT;Reciclaje de plásticos;Metropolitana de Santiago;Maipo;Buin
Municipio;I MUNICIPALIDAD DE SIERRA GORDA;ILUSTRE MUNICIPALIDAD DE SIERRA GORDA;4085544;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Antofagasta;Antofagasta;Sierra Gorda;-23,33365736;-69,84225391;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;1389,6;2015;I MUNICIPALIDAD DE SIERRA GORDA;VERTEEDERO MUNICIPAL LOCALIDAD SIERRA GORD;Vertedero;Antofagasta;Antofagasta;Sierra Gorda
Municipio;I MUNICIPALIDAD DE LA UNION;ILUSTRE MUNICIPALIDAD DE LA UNIÓN;911604;Municipio;Eliminación de desperdicios y aguas residuales, saneamiento y actividades similares;Los Ríos;Ranco;La Unión;-40,2910189;-73,0810331;Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente;Otros residuos municipales;Mezclas de residuos municipales;811;2015;I MUNICIPALIDAD VALDIVIA;VERTEDERO DE MORROMPULLI Y EDIFICIO CONSISTORIAL;Vertedero;Los Ríos;Valdivia;Valdivia
