"tipo_o_rol_declarante";"razon_social";"nombre_establecimiento";"id_establecimiento_vu";"rubro_retc";"ciiu6";"ciiu4";"region";"provincia";"comuna";"huso";"coordenada_este";"coordenada_norte";"capitulo_ler";"subcapitulo_ler";"nombre_ler";"tratamiento";"valorizacion_eliminacion";"cantidad_toneladas";"declaracion_estimacion";"ano";"id_establecimiento_vu_destinatario";"nombre_establecimiento_destinatario";"razon_social_destinatario";"comuna_destinatario";"region_destinatario"
"Municipio";"I MUNICIPALIDAD DE LA LIGUA";"ILUSTRE MUNICIPALIDAD DE LA LIGUA";881994;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Petorca";"La Ligua";19;290221;6407507;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Reciclaje de papel, cartón y productos de papel";"Valorización";3,537;"Declaración";2019;NA;"";"Verónica Elisa Tapia Cortés";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE CHONCHI";"ILUSTRE MUNICIPALIDAD DE CHONCHI";911518;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Chiloé";"Chonchi";18;600551;5280292;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";2960;"Declaración";2019;NA;"";"Vertedero Municipal";"";""
"Municipio";"I MUNICIPALIDAD DE VINA DEL MAR";"ILUSTRE MUNICIPALIDAD DE VIÑA DEL MAR";4055170;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";"Viña del Mar";19;261471;6343214;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";140,25;"Declaración";2019;NA;"";"RINOPLAST S.A";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";5441557;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Arauco";"Los Álamos";18;635696;5834554;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";766,5;"Declaración";2019;NA;"";"JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";5441557;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Arauco";"Los Álamos";18;635696;5834554;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";697,45;"Declaración";2019;NA;"";"JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";5441557;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Arauco";"Los Álamos";18;635696;5834554;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";671,15;"Declaración";2019;NA;"";"JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";5441557;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Arauco";"Los Álamos";18;635696;5834554;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";754,98;"Declaración";2019;NA;"";"JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";"ILUSTRE MUNICIPALIDAD DE LOS ÁLAMOS";5441557;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Arauco";"Los Álamos";18;635696;5834554;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Vertedero";"Eliminación";847,8;"Declaración";2019;NA;"";"JORGE HUGO JOSE ANTONIO ARNABOLDI CACERES";"";""
"Municipio";"I MUNICIPALIDAD DE SANTIAGO";"ILUSTRE MUNICIPALIDAD DE SANTIAGO";5441724;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Santiago";19;346580;6298956;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Residuos biodegradables de cocinas y restaurantes";"Compostaje";"Valorización";154,17;"Declaración";2019;NA;"";"Ilustre Municipalidad de Santiago";"";""
"Municipio";"I MUNICIPALIDAD DE QUILLOTA";"ILUSTRE MUNICIPALIDAD DE QUILLOTA";4053442;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Quillota";"Quillota";19;289790;6359847;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";35004;"Declaración";2019;NA;"";"Empresa de Aseo Cordillera SPA";"";""
"Municipio";"I MUNICIPALIDAD DE PROVIDENCIA";"MUNICIPALIDAD DE PROVIDENCIA";4585273;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"Providencia";19;350394;6299660;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Preparación para reutilización";"Valorización";13,4;"Declaración";2019;NA;"";"Comercial Sergio Lazo EIRL";"";""
"Municipio";"I MUNICIPALIDAD DE LLANQUIHUE";"ILUSTRE MUNICIPALIDAD DE LLANQUIHUE";912277;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Los Lagos";"Llanquihue";"Llanquihue";18;667094;5430841;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";5636;"Declaración";2019;NA;"";"INTERASEO CHILE S.A";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";4054472;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe de Aconcagua";"San Felipe";19;338334;6375096;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";53,68;"Declaración";2019;NA;"";"Aconcagua Recicla";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";4054472;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe de Aconcagua";"San Felipe";19;338334;6375096;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";16,664;"Declaración";2019;NA;"";"INGENIERIA Y DESARROLLO SUSTENTA LTDA.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";4054472;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe de Aconcagua";"San Felipe";19;338334;6375096;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Metales";"Valorización";2,121;"Declaración";2019;NA;"";"INGENIERIA Y DESARROLLO SUSTENTA LTDA.";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";"ILUSTRE MUNICIPALIDAD DE SAN FELIPE";4054472;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Felipe de Aconcagua";"San Felipe";19;338334;6375096;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento de Papel y Cartón";"Valorización";0,875;"Declaración";2019;NA;"";"INGENIERIA Y DESARROLLO SUSTENTA LTDA.";"";""
"Municipio";"I MUNICIPALIDAD DE LAS GUAITECAS";"ILUSTRE MUNICIPALIDAD DE GUAITECAS";5441646;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibáñez del Campo";"Aisén";"Guaitecas";18;600414;5140326;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";1075;"Declaración";2019;NA;"";"Relleno Sanitario Municipalidad de Guaitecas";"";""
"Municipio";"ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO";"ILUSTRE MUNICIPALIDAD DE QUINTA DE TILCOCO";3023078;"Gestores de residuos";"Recogida de desechos no peligrosos";"Recogida de desechos no peligrosos";"Libertador Gral. Bernardo O'Higgins";"Cachapoal";"Quinta de Tilcoco";19;319334;6196803;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Relleno sanitario";"Eliminación";4111;"Declaración";2019;5457604;"RELLENO SANITARIO COLIHUES LA YESCA";"I MUNICIPALIDAD DE RANCAGUA | RELLENO SANITARIO COLIHUES LA YESCA";"Requínoa";"Libertador Gral. Bernardo O'Higgins"
"Municipio";"I MUNICIPALIDAD DE LOS LAGOS";"ILUSTRE MUNICIPALIDAD DE LOS LAGOS";911603;"Otras actividades";"Otras actividades de servicios personales n.c.p.";"Otras actividades de servicios personales n.c.p.";"Los Ríos";"Valdivia";"Los Lagos";18;686715;5585185;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";33,5;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE SAN MIGUEL";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";253465;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"San Miguel";19;346733;6293634;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Reciclaje de plásticos";"Valorización";77,44;"Declaración";2019;5468895;"RECIPET SA";"RECIPET S A | RECIPET SA";"Santiago";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE COLINA";"ILUSTRE MUNICIPALIDAD DE COLINA";325222;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Chacabuco";"Colina";19;343047;6324715;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";72738,55;"Declaración";2019;7803;"RELLENO SANITARIO LOMA LOS COLORADOS";"K D M  S A | RELLENO SANITARIO LOMA LOS COLORADOS";"Tiltil";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN JOSÉ DE MAIPO";"ILUSTRE MUNICIPALIDAD DE SAN JOSÉ DE MAIPO";5441685;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Cordillera";"San José de Maipo";19;374473;6276873;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de Papel y Cartón";"Valorización";20,5;"Declaración";2019;5467294;"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA";"Valparaíso";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";"ILUSTRE MUNICIPALIDAD DE SANTO DOMINGO";4055182;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"San Antonio";"Santo Domingo";19;256241;6275123;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Plásticos";"Pretratamiento de plásticos";"Valorización";3,69;"Declaración";2019;5467294;"RECICLADOS INDUSTRIALES PLACILLA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES PLACILLA";"Valparaíso";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";8356;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"El Bosque";19;345366;6285856;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";0,00368;"Declaración";2019;5459117;"SOREPA";"SOC RECUPERADORA DE PAPEL SPA | SOREPA";"San Joaquín";"Metropolitana de Santiago"
"Municipio";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";"ILUSTRE MUNICIPALIDAD DE SAN PEDRO";4055179;"Otras actividades";"Actividades de mantenimiento del orden público y de seguridad";"Actividades de mantenimiento del orden público y de seguridad";"Metropolitana de Santiago";"Melipilla";"San Pedro";19;272878;6246849;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";2,04;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE ANDACOLLO";"ILUSTRE MUNICIPALIDAD DE ANDACOLLO";5441431;"";"";"";"Coquimbo";"Elqui";"Andacollo";19;300833;6650999;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";2528;"Declaración";2019;5473631;"RELLENO SANITARIO EL PANUL";"INVERSIONES PANUL LIMITADA | RELLENO SANITARIO EL PANUL";"Coquimbo";"Coquimbo"
"Municipio";"ILUSTRE MUNICIPALIDAD DE LAMPA";"ILUSTRE MUNICIPALIDAD DE LAMPA";325221;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Chacabuco";"Lampa";19;325103;6315559;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Co-procesamiento";"Valorización";10743,42;"Declaración";2019;5305;"PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MAPOCHO TREBAL";"AGUAS ANDINAS S A | PLANTA DE TRATAMIENTO DE AGUAS SERVIDAS MAPOCHO TREBAL";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE SALAMANCA";"ILUSTRE MUNICIPALIDAD DE SALAMANCA";879730;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Coquimbo";"Choapa";"Salamanca";19;314348;6481999;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Residuos de parques y jardines (incluidos los residuos de cementerios)";"Tierra y piedras";"Vertedero";"Eliminación";1549,94;"Declaración";2019;5461047;"VERTEDERO MUNICIPAL EL QUEÑE";"I MUNICIPALIDAD DE SALAMANCA | VERTEDERO MUNICIPAL EL QUEÑE";"Salamanca";"Coquimbo"
"Municipio";"ILUSTRE MUNICIPALIDAD DE PALMILLA";"ILUSTRE MUNICIPALIDAD DE PALMILLA";253468;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Colchagua";"Palmilla";19;281676;6171243;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Aceites y grasas comestibles";"Pretratamiento de aceites y grasas comestibles";"Valorización";0,8;"Declaración";2019;5466728;"SOCIEDAD GENERAL RENDERING CHILE SA";"SOCIEDAD GENERAL RENDERING CHILE LIMITADA | SOCIEDAD GENERAL RENDERING CHILE SA";"Lampa";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE CONCON";"I MUNICIPALIDAD DE CONCON";5465466;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";"Concón";19;264736;6354721;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Otras fracciones no especificadas en otra categoría";"Pretratamiento de plásticos";"Valorización";0,7706;"Declaración";2019;322349;"PLANTA RECUPERADORA POLIETILENO";"CAMBIASO HNOS S A C | PLANTA RECUPERADORA POLIETILENO";"Valparaíso";"Valparaíso"
"Municipio";"I MUNICIPALIDAD DE SAN MIGUEL";"ILUSTRE MUNICIPALIDAD DE SAN MIGUEL";253465;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"San Miguel";19;346733;6293634;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";26,28;"Declaración";2019;5462303;"SOCIEDAD RECUPERADORA DE PAPELES";"SOC RECUPERADORA DE PAPEL SPA | SOCIEDAD RECUPERADORA DE PAPELES";"Antofagasta";"Antofagasta"
"Municipio";"I MUNICIPALIDAD DE VILLA ALEMANA";"ILUSTRE MUNICIPALIDAD DE VILLA ALEMANA";4055174;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Marga Marga";"Villa Alemana";19;276782;6340442;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Mezclas de residuos municipales";"Relleno sanitario";"Eliminación";43165;"Declaración";2019;5463094;"VERTEDERO SAN PEDRO";"ELISA GUTIERREZ FONSECA. COMERCIALIZADORA Y SERVICIOS.
            EMPRESA INDIVID | VERTEDERO SAN PEDRO";"Quillota";"Valparaíso"
"Municipio";"ILUSTRE MUNICIPALIDAD DE BUIN";"ILUSTRE MUNICIPALIDAD DE BUIN";325223;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Maipo";"Buin";19;338645;6266223;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";121,22;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE TALCA";"ILUSTRE MUNICIPALIDAD DE TALCA";3022588;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Maule";"Talca";"Talca";19;258013;6076459;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Otros residuos municipales";"Lodos de fosas sépticas";"Recepción de Lodos en PTAS";"Eliminación";2148;"Declaración";2019;NA;"";"NUEVO SUR S.A.";"";""
"Municipio";"I MUNICIPALIDAD DE NAVIDAD";"ILUSTRE MUNICIPALIDAD DE NAVIDAD";4055185;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Libertador Gral. Bernardo O'Higgins";"Cardenal Caro";"Navidad";19;238446;6239376;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";60,56;"Declaración";2019;2372;"CRISTALERIAS DE CHILE  S A";"CRISTALERIAS DE CHILE S A | CRISTALERIAS DE CHILE  S A";"Padre Hurtado";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";"Casablanca";19;275743;6311509;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Pretratamiento de Vidrio";"Valorización";83,08;"Declaración";2019;5477167;"PLANTA MUNICIPAL DE SEGREGACIÓN DE RESIDUOS RECICLABLES";"I MUNICIPALIDAD DE CASABLANCA | PLANTA MUNICIPAL DE SEGREGACIÃ?N DE RESIDUOS RECICLABLES";"Casablanca";"Valparaíso"
"Municipio";"I MUNICIPALIDAD DE O HIGGINS";"ILUSTRE MUNICIPALIDAD DE O´HIGGINS";4085304;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Aysén del Gral. Carlos Ibáñez del Campo";"Capitán Prat";"OHiggins";18;680470;4628756;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Relleno sanitario";"Eliminación";4,12;"Declaración";2019;5475347;"RELLENO SANITARIO";"I MUNICIPALIDAD DE O HIGGINS | RELLENO SANITARIO";"OHiggins";"Aysén del Gral. Carlos Ibáñez del Campo"
"Municipio";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";"ILUSTRE MUNICIPALIDAD DE EL BOSQUE";8356;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Metropolitana de Santiago";"Santiago";"El Bosque";19;345366;6285856;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Metales";"Pretratamiento de Papel y Cartón";"Valorización";0,28;"Declaración";2019;5467277;"RECICLADOS INDUSTRIALES LA PINTANA";"RECICLADOS INDUSTRIALES S.A | RECICLADOS INDUSTRIALES LA PINTANA";"La Pintana";"Metropolitana de Santiago"
"Municipio";"I MUNICIPALIDAD DE CASABLANCA";"ILUSTRE MUNICIPALIDAD DE CASABLANCA";4055173;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Valparaíso";"Valparaíso";"Casablanca";19;275743;6311509;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Papel y cartón";"Pretratamiento de Papel y Cartón";"Valorización";17,78;"Declaración";2019;5477167;"PLANTA MUNICIPAL DE SEGREGACIÓN DE RESIDUOS RECICLABLES";"I MUNICIPALIDAD DE CASABLANCA | PLANTA MUNICIPAL DE SEGREGACIÃ?N DE RESIDUOS RECICLABLES";"Casablanca";"Valparaíso"
"Municipio";"I MUNICIPALIDAD DE CONCEPCION";"ILUSTRE MUNICIPALIDAD DE CONCEPCIÓN";4587633;"Otras actividades";"Actividades de la administración pública en general";"Actividades de la administración pública en general";"Biobío";"Concepción";"Concepción";18;673767;5922400;"Residuos municipales (residuos domésticos y residuos asimilables procedentes de los comercios, industrias e instituciones), incluidas las fracciones recogidas selectivamente";"Fracciones recogidas selectivamente (excepto las especificadas en el subcapítulo 15 01)";"Vidrio";"Reciclaje de vidrio";"Valorización";869;"Declaración";2019;1967;"CRISTALERIAS TORO SPA";"CRISTALERIAS TORO SPA | CRISTALERIAS TORO SPA";"Cerrillos";"Metropolitana de Santiago"
